ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58	ProcCoord59	ProcCoord60	ProcCoord61	ProcCoord62	ProcCoord63	ProcCoord64	ProcCoord65	ProcCoord66	ProcCoord67	ProcCoord68	ProcCoord69	ProcCoord70	ProcCoord71	ProcCoord72	ProcCoord73	ProcCoord74	ProcCoord75	ProcCoord76	ProcCoord77	ProcCoord78	ProcCoord79	ProcCoord80	ProcCoord81	ProcCoord82	ProcCoord83	ProcCoord84	ProcCoord85	ProcCoord86	ProcCoord87	ProcCoord88
464	PB13-0574	M	Morpho	iphitus	17.36695	under	6	-0.1538331	0.1409672	-0.1686458	0.1189256	-0.162835	0.0867782	-0.1444696	0.0490803	-0.133567	0.0070973	-0.1323241	-0.0347714	-0.1252784	-0.0833413	-0.0924932	-0.1131988	-0.0675697	0.1375449	0.0677382	0.069238	0.0611097	0.0688751	0.0273721	0.060719	0.0053918	0.0398515	0.0413502	0.0001962	0.1081378	-0.0407529	0.1953207	-0.0812151	0.204662	-0.0773658	0.1976046	-0.0912977	-0.1662439	0.1063013	-0.1522948	0.0761543	-0.1353172	0.0427126	-0.1266286	-0.0070631	-0.1256407	-0.0611033	-0.1011291	-0.1108394	-0.1147107	0.1505886	-0.0755155	0.1488983	-0.0352218	0.1413208	0.0045265	0.127645	0.0417866	0.1065462	0.0767099	0.0802515	0.1091487	0.0505866	0.1398295	0.0188819	0.1668301	-0.0153528	0.1914905	-0.0485803	-0.0586359	-0.1179713	-0.032987	-0.1160717	-0.0071572	-0.1134112	0.0186248	-0.1107139	0.0443117	-0.1074785	0.070226	-0.104487	0.0962457	-0.101862	0.1222082	-0.0992378	0.147954	-0.0972056	0.173919	-0.0958396
465	PB13-0575	M	Morpho	iphitus	16.94163	under	6	-0.1348484	0.1478108	-0.1542345	0.1240965	-0.1547705	0.0893244	-0.1468905	0.0566288	-0.1415026	0.0136747	-0.13665	-0.0398544	-0.123226	-0.0850677	-0.0838755	-0.1208246	-0.0610982	0.1373509	0.057021	0.0707508	0.0521492	0.0703425	0.0157373	0.0607952	-0.0064766	0.0395639	0.0392086	-0.001327	0.1061467	-0.0367705	0.1987321	-0.0765689	0.2047297	-0.0691067	0.1985778	-0.0866632	-0.1562464	0.1067052	-0.1506681	0.0766722	-0.1418792	0.0418786	-0.1369049	-0.0082056	-0.1293811	-0.0640896	-0.1024977	-0.1135578	-0.1138656	0.1532763	-0.0738519	0.1524256	-0.0336124	0.142831	0.0047566	0.1261613	0.0403837	0.1035692	0.0737104	0.0763233	0.1060883	0.047437	0.1374176	0.0172587	0.1674381	-0.0138592	0.1925823	-0.0467327	-0.0575171	-0.1249878	-0.0309103	-0.1239038	-0.0048655	-0.1205862	0.0205724	-0.11524	0.0459267	-0.1102205	0.0714857	-0.1055518	0.0973008	-0.101841	0.1231703	-0.0989063	0.1486577	-0.0972385	0.17398	-0.0937732
466	PB13-0576	F	Morpho	iphitus	17.12442	under	6	-0.1344373	0.1459949	-0.157791	0.1225463	-0.1570102	0.0891403	-0.1456618	0.0512785	-0.1358576	0.0086982	-0.1318703	-0.0372589	-0.1227659	-0.0847106	-0.0899939	-0.1214455	-0.0792992	0.1393377	0.0621144	0.0726414	0.0542327	0.074575	0.0228725	0.0658163	-0.0058036	0.0434317	0.0365521	0.0021496	0.0991731	-0.0336669	0.1955648	-0.0764542	0.2076018	-0.0724287	0.1965653	-0.0872565	-0.1586853	0.1075146	-0.1522541	0.0764765	-0.1394543	0.0417782	-0.1289003	-0.0073333	-0.125982	-0.0615047	-0.1024587	-0.1112127	-0.1126612	0.1508744	-0.0733153	0.1487479	-0.0332189	0.1402576	0.0061505	0.1259175	0.0429374	0.1045177	0.0777425	0.0783967	0.1099947	0.0486515	0.1399757	0.016641	0.1682256	-0.0163183	0.1937962	-0.0488356	-0.0591716	-0.127639	-0.0324092	-0.1241786	-0.0064183	-0.1207718	0.0192752	-0.1167091	0.0447355	-0.1119668	0.0702537	-0.1070988	0.0958107	-0.1020785	0.1216357	-0.0978794	0.1473899	-0.0954486	0.17282	-0.0931871
467	PB13-0577	M	Morpho	iphitus	12.86775	under	6	-0.1561607	0.1475605	-0.1707238	0.1230812	-0.1629763	0.0901906	-0.1454836	0.0554332	-0.1354073	0.013037	-0.1309742	-0.0379066	-0.1212528	-0.0865088	-0.082483	-0.119461	-0.0686168	0.1406151	0.0628878	0.0672435	0.0587683	0.0664603	0.0273951	0.0600133	0.0066525	0.0400463	0.0542366	-0.0068919	0.1109134	-0.0415143	0.1900441	-0.0806414	0.2017425	-0.0758081	0.1946154	-0.0926543	-0.1680065	0.1047434	-0.1535537	0.0744606	-0.1372385	0.0416042	-0.1259921	-0.0076748	-0.123822	-0.0617817	-0.0995299	-0.1110935	-0.1147942	0.1553544	-0.074733	0.1518036	-0.0351401	0.1407347	0.0039581	0.1262927	0.0420781	0.1070612	0.0757183	0.0790948	0.1061379	0.0479047	0.1350831	0.0154041	0.162676	-0.0177695	0.1878328	-0.0498188	-0.0576562	-0.120851	-0.0318922	-0.1173948	-0.0060831	-0.1129852	0.019631	-0.1085149	0.0454695	-0.1048837	0.0714164	-0.102193	0.0974729	-0.0998406	0.1235436	-0.0987013	0.1491707	-0.0977671	0.1750759	-0.0954831
468	PB13-0578	M	Morpho	iphitus	13.63469	under	6	-0.1462773	0.1436471	-0.1625791	0.1247916	-0.1610532	0.0919121	-0.1455155	0.0562343	-0.134253	0.0158866	-0.1310648	-0.0358521	-0.120582	-0.0815717	-0.0830475	-0.1181771	-0.0706817	0.1407878	0.0593588	0.0684467	0.0548457	0.0685193	0.0227124	0.0623267	-0.004536	0.039451	0.043863	-0.0074034	0.1046233	-0.0408521	0.2009252	-0.080728	0.2075952	-0.0760755	0.2038761	-0.0915251	-0.1660467	0.1065042	-0.1536873	0.0750224	-0.1385092	0.041282	-0.1303303	-0.0077526	-0.1265413	-0.0628924	-0.100333	-0.1117182	-0.1144014	0.151935	-0.0748328	0.1502829	-0.0347736	0.1409873	0.0037447	0.1249296	0.0390874	0.1020544	0.072207	0.0745736	0.1043117	0.0452697	0.1352839	0.0145976	0.1646727	-0.0171134	0.1901805	-0.049201	-0.0574491	-0.1200906	-0.0317888	-0.1161711	-0.0058578	-0.111957	0.0200968	-0.107979	0.04604	-0.1050272	0.0720668	-0.1023024	0.098224	-0.1005919	0.1243111	-0.0991566	0.150049	-0.0983745	0.1760659	-0.0969291
469	PB13-0579	M	Morpho	iphitus	14.48247	under	6	-0.1431685	0.1430483	-0.1652849	0.1176609	-0.1584563	0.087085	-0.1447464	0.0539714	-0.1372943	0.0122301	-0.1353139	-0.0385484	-0.1255107	-0.0777711	-0.0898344	-0.1145152	-0.0682514	0.1403738	0.0693204	0.0648011	0.064079	0.0663117	0.0287138	0.0583034	-0.0018473	0.0359363	0.0506374	-0.0114236	0.1067919	-0.0420584	0.1935686	-0.0766677	0.2027244	-0.0688713	0.1976444	-0.0861056	-0.1650563	0.1063935	-0.1525461	0.0762709	-0.1389077	0.0422313	-0.1344859	-0.0072751	-0.1306643	-0.0634995	-0.1014802	-0.1107366	-0.1149487	0.1513726	-0.075427	0.1511251	-0.0353677	0.1416436	0.0042442	0.1278959	0.0421157	0.107654	0.076183	0.0801463	0.1084153	0.0505364	0.1392491	0.0192644	0.1674966	-0.0140164	0.191311	-0.0478293	-0.0585073	-0.1229236	-0.0324025	-0.1210789	-0.0067064	-0.1166984	0.0189886	-0.1127657	0.044518	-0.1081845	0.0703315	-0.104339	0.0962751	-0.1006813	0.122296	-0.0982015	0.1478987	-0.0959967	0.1734056	-0.094068
470	PB13-0580	M	Morpho	iphitus	12.14135	under	6	-0.1458905	0.1452469	-0.1634598	0.1161568	-0.1607371	0.0827176	-0.1454349	0.045013	-0.1346807	0.0056197	-0.1287102	-0.0360894	-0.1177363	-0.0748948	-0.0812365	-0.109155	-0.0795295	0.144669	0.0563677	0.0752406	0.0518088	0.0762319	0.0159315	0.0688218	-0.0034815	0.0401179	0.0439072	-0.0042112	0.1006844	-0.0395406	0.1925525	-0.0847114	0.2040664	-0.0790292	0.1947519	-0.0968971	-0.1650625	0.1052523	-0.1564253	0.0726436	-0.1416049	0.0393858	-0.1303534	-0.0093191	-0.1215743	-0.0628238	-0.0935183	-0.1053424	-0.1136415	0.1546236	-0.0728527	0.1555235	-0.0319162	0.1455013	0.0074821	0.1295369	0.0441964	0.1070164	0.0770957	0.0785618	0.1085649	0.0484951	0.1388054	0.017024	0.1668574	-0.0159982	0.1905851	-0.0494852	-0.0558017	-0.116099	-0.0309919	-0.1162718	-0.0052324	-0.1136707	0.0205707	-0.1111746	0.0462849	-0.1086764	0.0721286	-0.1070914	0.0980493	-0.105543	0.1239667	-0.1043071	0.1496183	-0.1030128	0.1755961	-0.1000552
471	PB13-0581	M	Morpho	iphitus	15.53833	under	6	-0.1429903	0.1490003	-0.1605889	0.1256133	-0.1597139	0.0946846	-0.1459066	0.0570608	-0.134067	0.0136934	-0.1275534	-0.0374501	-0.116211	-0.0806883	-0.0774968	-0.1178705	-0.0774786	0.1436987	0.0525598	0.0707433	0.0485864	0.0707058	0.0140348	0.0642524	-0.0070002	0.0441898	0.0435638	-0.005034	0.1082017	-0.0420503	0.1938247	-0.0786766	0.2028356	-0.0718517	0.1968358	-0.0898004	-0.1622194	0.1064317	-0.1524768	0.0754006	-0.1377592	0.0413056	-0.1288323	-0.0082147	-0.1216699	-0.0619972	-0.0983283	-0.1099297	-0.1140661	0.1542732	-0.0740148	0.1524373	-0.0335845	0.1433159	0.0053248	0.1271675	0.0399983	0.1030605	0.0727789	0.0752546	0.1045437	0.0457039	0.1354972	0.0151557	0.164549	-0.016718	0.1893852	-0.0491561	-0.0565223	-0.1215614	-0.0302899	-0.1211016	-0.0042658	-0.1192509	0.0215523	-0.1164361	0.04724	-0.1131101	0.0730011	-0.109506	0.0988077	-0.1058716	0.1245365	-0.1024627	0.1499273	-0.0994117	0.1754517	-0.094999
472	PB13-0582	M	Morpho	iphitus	15.97865	under	6	-0.1438252	0.1440145	-0.1571803	0.1210385	-0.1572474	0.0904011	-0.1471581	0.0567993	-0.1357282	0.0152145	-0.1343654	-0.0321974	-0.1245794	-0.0835953	-0.0845298	-0.1234079	-0.0687475	0.1400462	0.0591395	0.0692038	0.0533884	0.0705155	0.0220288	0.0633406	-0.0018135	0.0419327	0.0430017	-0.000201	0.1057906	-0.0369592	0.1950609	-0.0775694	0.2058895	-0.0725859	0.1985391	-0.0867347	-0.1579966	0.1070844	-0.1529016	0.0761162	-0.1394774	0.0412786	-0.1309302	-0.0071532	-0.1275752	-0.0621729	-0.1029495	-0.1133976	-0.1137085	0.153035	-0.0739269	0.151284	-0.0337523	0.1418399	0.0052735	0.1262684	0.0404154	0.1026973	0.0738086	0.0753923	0.1057708	0.0458721	0.1367828	0.0151832	0.166542	-0.0163059	0.1921094	-0.048697	-0.0581074	-0.1279853	-0.0311402	-0.1254981	-0.0053472	-0.1202821	0.0201204	-0.1150363	0.045275	-0.1087486	0.0710206	-0.1039219	0.0970714	-0.0998949	0.1232156	-0.0978652	0.1486599	-0.0957762	0.1740837	-0.092572
473	PB13-0583	M	Morpho	iphitus	15.10745	under	6	-0.1348014	0.1460988	-0.1528178	0.1257384	-0.1578774	0.0892414	-0.1459875	0.0559312	-0.1363029	0.017788	-0.1336141	-0.0303393	-0.1251057	-0.0756498	-0.0876623	-0.1213041	-0.0693439	0.1358616	0.055373	0.0695148	0.0486907	0.070229	0.0157335	0.0624094	-0.0053172	0.0398037	0.0369488	0.000904	0.1000085	-0.0365077	0.1992108	-0.0752865	0.2061003	-0.068392	0.2028633	-0.0846602	-0.1600075	0.1075688	-0.154013	0.0757645	-0.1389502	0.0418805	-0.1316335	-0.0070641	-0.126807	-0.0616259	-0.1041547	-0.113006	-0.1131403	0.1514251	-0.0739882	0.1481704	-0.0343195	0.1387178	0.0041416	0.1233321	0.0401609	0.1016903	0.0744013	0.0755285	0.1072978	0.0470579	0.1394175	0.0175194	0.1699782	-0.0135455	0.1951474	-0.0469673	-0.0580536	-0.1287769	-0.0308626	-0.1254806	-0.0048307	-0.121333	0.02076	-0.1163534	0.0461977	-0.111287	0.0719144	-0.1070409	0.0978018	-0.1034245	0.123689	-0.1001563	0.149237	-0.098426	0.174518	-0.0955486
474	PB13-0584	M	Morpho	iphitus	14.61625	under	6	-0.1568711	0.1379422	-0.1644768	0.1152049	-0.160778	0.0840201	-0.1462817	0.0514627	-0.1339387	0.0173543	-0.1305193	-0.0277944	-0.1203311	-0.0710135	-0.0834603	-0.1084698	-0.0756417	0.1429537	0.0629559	0.0679408	0.0536376	0.0688657	0.0191212	0.0628653	-0.0009621	0.040696	0.0448959	-0.0011302	0.1047956	-0.0390653	0.1966361	-0.081378	0.2037914	-0.0755212	0.2008435	-0.090783	-0.1653324	0.1062601	-0.1551142	0.0743503	-0.1391197	0.0406895	-0.1288514	-0.0076886	-0.1222957	-0.0618009	-0.0940003	-0.1048462	-0.1143374	0.1535389	-0.0743932	0.1527875	-0.0336677	0.1441008	0.0053474	0.1276939	0.0408858	0.104347	0.0742926	0.0769016	0.1065673	0.0476581	0.138164	0.0173613	0.1653553	-0.0165063	0.1889458	-0.0499684	-0.0560512	-0.1169096	-0.0310626	-0.1189323	-0.0052986	-0.1172587	0.0204394	-0.1137564	0.0461856	-0.1105977	0.0720757	-0.108202	0.098071	-0.1060863	0.1240415	-0.1042464	0.1497333	-0.1026736	0.1760032	-0.1003658
475	PB13-0585	M	Morpho	iphitus	16.30909	under	6	-0.1456023	0.1438618	-0.1635195	0.1183153	-0.1556528	0.0878154	-0.1427286	0.053195	-0.1355468	0.0144688	-0.1324923	-0.0293171	-0.1271073	-0.0743936	-0.0964446	-0.112749	-0.0708604	0.1339131	0.0603089	0.0663244	0.0553191	0.0675916	0.0217293	0.0600717	-0.0015058	0.0368354	0.0419888	0.0005766	0.1118351	-0.038057	0.2018089	-0.0767405	0.2091502	-0.0707218	0.2042879	-0.0861894	-0.1631627	0.1076887	-0.1512495	0.0775996	-0.1384861	0.0429916	-0.1300382	-0.0067919	-0.1283637	-0.0604628	-0.1050478	-0.1119918	-0.1138353	0.1488057	-0.0750801	0.1459321	-0.0355654	0.1369457	0.0033355	0.1229675	0.0397516	0.1018689	0.0741495	0.0757353	0.1079076	0.0481832	0.1404721	0.0188916	0.1715425	-0.0121748	0.1974171	-0.0460196	-0.0592228	-0.1217101	-0.0331473	-0.1193405	-0.0072589	-0.1174241	0.0183769	-0.1135459	0.0440226	-0.1095249	0.0698741	-0.105788	0.0959065	-0.1024265	0.1219917	-0.1002482	0.1476131	-0.0983701	0.173129	-0.0965916
476	PB13-0586	M	Morpho	iphitus	15.70626	under	6	-0.1441884	0.1454007	-0.1615752	0.1250312	-0.1582245	0.0932603	-0.1434755	0.0595443	-0.1313093	0.0189515	-0.1266573	-0.0321739	-0.1169916	-0.0855841	-0.079128	-0.1242962	-0.0724711	0.1427466	0.0581885	0.0689407	0.0492247	0.0692733	0.0189002	0.0601074	-0.0106268	0.0397754	0.0377724	-0.003714	0.1018176	-0.0379919	0.1927119	-0.0801463	0.201018	-0.0732062	0.1954373	-0.0899801	-0.1619335	0.1067657	-0.1511079	0.0764585	-0.1363279	0.0421406	-0.1266135	-0.007442	-0.1219298	-0.0609245	-0.1004927	-0.1105563	-0.1150928	0.1544989	-0.0749947	0.1524853	-0.0351065	0.1417909	0.0034224	0.1256871	0.0402835	0.1048103	0.0742905	0.0779949	0.1074759	0.049798	0.1397756	0.0202874	0.1698223	-0.0120083	0.1909359	-0.0480379	-0.0582921	-0.1295043	-0.0309903	-0.1267457	-0.0050324	-0.1220327	0.0204665	-0.1167348	0.0457855	-0.1112626	0.0712428	-0.1058088	0.0971884	-0.1023319	0.1231816	-0.0999808	0.1488791	-0.0985518	0.1747413	-0.096734
477	PB13-0587	M	Morpho	iphitus	16.55681	under	6	-0.1445534	0.1497366	-0.1602216	0.127847	-0.1590527	0.0924242	-0.1476127	0.0564393	-0.1366651	0.0160418	-0.1308377	-0.0313586	-0.1203526	-0.0811423	-0.0833782	-0.1201446	-0.0713093	0.139353	0.060766	0.063863	0.0565272	0.0645904	0.0277295	0.0608642	-0.0002637	0.0403142	0.0477467	-0.0013301	0.1105222	-0.0368214	0.1943137	-0.0764218	0.2031371	-0.0710879	0.1980283	-0.0846038	-0.1617559	0.1070822	-0.1543197	0.0759792	-0.1392842	0.0416433	-0.1309286	-0.0081218	-0.1238443	-0.0616527	-0.0997379	-0.1095723	-0.1153601	0.1553318	-0.0753511	0.1518521	-0.0358488	0.1403349	0.0018538	0.123023	0.0371642	0.1004423	0.0709713	0.0738704	0.1039711	0.0455381	0.1365832	0.0165818	0.1661469	-0.0152645	0.1915962	-0.0478866	-0.0588051	-0.1283906	-0.0314556	-0.1263465	-0.0054425	-0.1215432	0.0201728	-0.1165171	0.0454864	-0.1107363	0.071075	-0.1055717	0.0969601	-0.1011955	0.1229792	-0.0982793	0.1486134	-0.0956173	0.1740359	-0.0935472
478	PB13-0589	F	Morpho	iphitus	15.11029	under	6	-0.1448028	0.1471967	-0.1639008	0.1273654	-0.1618991	0.0942222	-0.1526195	0.0589515	-0.1365044	0.0136903	-0.1278585	-0.0370733	-0.1117799	-0.0818758	-0.0801819	-0.1135156	-0.0836947	0.1401386	0.0560913	0.0692045	0.0484539	0.0696427	0.0161046	0.062948	-0.0080317	0.0401643	0.039346	-0.0032425	0.1029859	-0.0377094	0.196178	-0.0837354	0.2063969	-0.0801888	0.1987396	-0.0935478	-0.1637426	0.1070174	-0.1555096	0.0754789	-0.1415197	0.0397605	-0.1258492	-0.0081467	-0.1169279	-0.0615019	-0.0931634	-0.104716	-0.113095	0.1528908	-0.0735947	0.1492729	-0.0342052	0.1383648	0.0037543	0.1216832	0.0407744	0.1016307	0.0756921	0.0761388	0.1082446	0.0469892	0.139565	0.0162627	0.1679878	-0.0168206	0.1915279	-0.0506451	-0.0566249	-0.1182992	-0.0311067	-0.1178681	-0.0053758	-0.1143885	0.0205057	-0.1107167	0.0463811	-0.1072651	0.0724396	-0.1044974	0.098643	-0.102169	0.1248226	-0.1013077	0.1506158	-0.1002875	0.1767379	-0.0994961
479	PB13-0590	F	Morpho	iphitus	15.25115	under	6	-0.1444415	0.1363988	-0.1603958	0.1167867	-0.1582799	0.0879129	-0.1459766	0.0559289	-0.1380635	0.0176534	-0.1350276	-0.0321421	-0.124726	-0.0763501	-0.0917693	-0.1074591	-0.0713865	0.132491	0.0579048	0.0728504	0.0509786	0.0736543	0.0218297	0.0668138	-0.0080139	0.0417322	0.0400087	-0.00171	0.0985814	-0.0364209	0.1999388	-0.0800863	0.2098526	-0.0721275	0.2092922	-0.0901154	-0.1616143	0.1080264	-0.1533451	0.0763594	-0.1399922	0.0423675	-0.1328275	-0.0069341	-0.1288774	-0.0624188	-0.097784	-0.10693	-0.112005	0.1441077	-0.0741292	0.1446469	-0.0348385	0.1362054	0.0038595	0.1218462	0.0416191	0.1031842	0.0771715	0.0782369	0.1103212	0.0495634	0.1421163	0.0190222	0.1708403	-0.0140549	0.1966249	-0.0470259	-0.0573135	-0.1150551	-0.0319542	-0.1161323	-0.0063459	-0.1158416	0.0193713	-0.1146176	0.0450936	-0.1119302	0.0709019	-0.1082529	0.0969054	-0.1055103	0.1228887	-0.1031675	0.1485951	-0.1020886	0.1744121	-0.099417
480	PB13-0591	F	Morpho	iphitus	16.70242	under	6	-0.1576224	0.1372798	-0.1655009	0.1227251	-0.1611912	0.0918746	-0.1458354	0.0583509	-0.1369853	0.0180853	-0.133408	-0.0325023	-0.1204685	-0.0781434	-0.0843724	-0.1117291	-0.0719306	0.1354771	0.0612989	0.0657735	0.0589015	0.0660889	0.026591	0.0612787	-0.0046328	0.0436501	0.0423244	-0.0007411	0.1062807	-0.0387157	0.1999966	-0.0846647	0.2104994	-0.0762307	0.2004772	-0.0942828	-0.165247	0.1070991	-0.1515126	0.0769312	-0.1383865	0.0422989	-0.1307606	-0.0075215	-0.1256267	-0.0630256	-0.0960785	-0.1061799	-0.114151	0.1473648	-0.0756942	0.1460416	-0.0360994	0.1377319	0.0024695	0.1228031	0.0390317	0.1019899	0.0729729	0.0752695	0.1057924	0.046469	0.1380099	0.0167949	0.1684591	-0.0144199	0.1950977	-0.0467297	-0.0577017	-0.1164088	-0.0322466	-0.1153582	-0.0064414	-0.1125567	0.0194887	-0.1096054	0.0453476	-0.1066793	0.0713593	-0.1037133	0.097597	-0.1011037	0.1239352	-0.0998924	0.1498236	-0.1004558	0.1761396	-0.1007178
481	PB13-0592	F	Morpho	iphitus	17.91487	under	6	-0.1423966	0.1411208	-0.1613045	0.1168875	-0.1563809	0.0840778	-0.144246	0.0512035	-0.1347879	0.0141166	-0.1336463	-0.0316111	-0.1248883	-0.0779389	-0.0942262	-0.1207505	-0.0640939	0.1337387	0.0609248	0.0711067	0.054965	0.0704597	0.0236393	0.0618672	-0.0072097	0.0396942	0.0425956	0.0002936	0.1051811	-0.033908	0.1942608	-0.0792742	0.2063876	-0.0733401	0.1986514	-0.0897331	-0.1608506	0.1073829	-0.1522164	0.0766019	-0.1383497	0.0421625	-0.129317	-0.0067709	-0.1254077	-0.0611792	-0.1056786	-0.1121452	-0.1142338	0.1493701	-0.0752187	0.1489585	-0.0346649	0.1424503	0.0045252	0.1272066	0.0416702	0.1064134	0.0771909	0.0810502	0.110023	0.0519069	0.14192	0.0216234	0.1712572	-0.0115223	0.1940941	-0.0469011	-0.059402	-0.126886	-0.0329202	-0.121985	-0.0069979	-0.1183163	0.0186751	-0.1143402	0.0441963	-0.1099113	0.0699381	-0.1059529	0.0958499	-0.1025308	0.1218152	-0.100014	0.1474604	-0.0982544	0.1732166	-0.0964276
482	PB13-0593	F	Morpho	iphitus	16.82211	under	6	-0.1442575	0.1388668	-0.163552	0.1146503	-0.1601739	0.0887096	-0.1459985	0.0538328	-0.1364578	0.0176807	-0.1343856	-0.0290013	-0.1243173	-0.0736621	-0.093684	-0.1098244	-0.0685709	0.1290414	0.0563009	0.0698318	0.0511766	0.069428	0.0224873	0.0606354	-0.0048215	0.039277	0.0441284	-0.0008862	0.1013073	-0.0330397	0.1999082	-0.0829531	0.2138111	-0.0789779	0.2033013	-0.0934899	-0.1655364	0.1076681	-0.1547963	0.075985	-0.1414367	0.0417595	-0.1305749	-0.0066551	-0.1279323	-0.0621452	-0.0989349	-0.1077453	-0.1128901	0.146804	-0.0746413	0.1449173	-0.0351126	0.136528	0.0039869	0.1230913	0.0410839	0.1029501	0.0763881	0.0777111	0.1097725	0.0493862	0.142292	0.0198508	0.1733509	-0.0115846	0.1992741	-0.0459761	-0.0581206	-0.1168624	-0.0325927	-0.1161477	-0.0068224	-0.1143438	0.0189027	-0.1119263	0.0445447	-0.1082414	0.0704546	-0.1048127	0.0966166	-0.101323	0.1229524	-0.1002522	0.1487657	-0.0996561	0.1748042	-0.0990986
483	PB13-0594	M	Morpho	iphitus	17.56519	under	6	-0.1528503	0.1411637	-0.1649605	0.1164966	-0.1590706	0.0853955	-0.1446043	0.0522639	-0.1342065	0.0168847	-0.1261149	-0.0305607	-0.1170417	-0.0754604	-0.0901272	-0.1147247	-0.070822	0.137701	0.0641358	0.0695098	0.057333	0.070076	0.0293374	0.0616352	-0.0065667	0.0425902	0.0418478	-0.0013339	0.1095328	-0.0378571	0.1916232	-0.0789297	0.2044721	-0.0746046	0.1984579	-0.0905187	-0.1651544	0.1069059	-0.154154	0.0759446	-0.1389582	0.0420328	-0.1263002	-0.0074062	-0.1197149	-0.0602122	-0.1005955	-0.1081801	-0.1147536	0.1520141	-0.0752695	0.1510859	-0.0350751	0.1418776	0.0041747	0.1268888	0.0410003	0.1053395	0.0755174	0.0787916	0.1080926	0.0495631	0.1397454	0.0192037	0.169822	-0.0129472	0.1937607	-0.0477522	-0.060154	-0.1260402	-0.0334074	-0.1236011	-0.0074443	-0.1198423	0.0182806	-0.1157828	0.0438852	-0.1116038	0.0694761	-0.1066174	0.0954867	-0.1033399	0.1214991	-0.1010917	0.1470717	-0.0989918	0.1727934	-0.0959655
484	PB13-0595	M	Morpho	iphitus	16.32344	under	6	-0.1490697	0.1486386	-0.1667651	0.128116	-0.1628843	0.0902556	-0.1468314	0.058981	-0.1320224	0.018297	-0.1255566	-0.0331334	-0.1120707	-0.0861004	-0.0778475	-0.1217014	-0.0688076	0.143075	0.0555036	0.0714048	0.0487729	0.0723231	0.0192893	0.0631104	-0.0019655	0.0392771	0.0461657	-0.0069174	0.0986621	-0.0386846	0.1936676	-0.0842819	0.202832	-0.0765185	0.1954648	-0.0933164	-0.166862	0.1054946	-0.1530394	0.0745292	-0.1365917	0.041115	-0.1245215	-0.0080534	-0.1182923	-0.0614359	-0.0972669	-0.1087759	-0.1152779	0.1566828	-0.0749008	0.1527522	-0.034976	0.1420368	0.0039124	0.1263774	0.0394519	0.1034164	0.0729094	0.0762351	0.1048429	0.0467543	0.1357537	0.0160382	0.1647475	-0.0160324	0.1888503	-0.0490626	-0.0570513	-0.1249357	-0.0306118	-0.1227076	-0.0048033	-0.1182172	0.0208516	-0.1138503	0.0463686	-0.1093072	0.0720642	-0.104655	0.0981209	-0.1020043	0.1241157	-0.0998814	0.149821	-0.0986562	0.1758477	-0.0966817
485	PB13-0596	M	Morpho	epistrophus	16.15365	under	6	-0.14508	0.1473825	-0.1636636	0.1220649	-0.1603329	0.0883545	-0.1469958	0.0564439	-0.1322263	0.018272	-0.1238029	-0.0320903	-0.1143444	-0.0804984	-0.0883982	-0.1213668	-0.067879	0.1374626	0.0514662	0.0764522	0.0436515	0.0763358	0.0112667	0.0660647	-0.0020651	0.0371087	0.0478252	-0.0037843	0.1037041	-0.0372371	0.1942224	-0.0788594	0.2036184	-0.0717769	0.1981662	-0.089647	-0.1635866	0.1070476	-0.1543401	0.0751411	-0.1377132	0.0414584	-0.124802	-0.0072964	-0.1157678	-0.0595035	-0.1037704	-0.1108619	-0.1132516	0.1535452	-0.0733653	0.1519563	-0.0330307	0.1427297	0.005817	0.1266186	0.0413072	0.1034848	0.0748172	0.0762796	0.1073126	0.0473335	0.1382172	0.0164574	0.1669996	-0.0159989	0.192148	-0.0487792	-0.0582927	-0.124711	-0.0317466	-0.123272	-0.0056396	-0.1211616	0.0201054	-0.1171864	0.0457242	-0.113338	0.0714173	-0.109262	0.0971505	-0.1051934	0.1228597	-0.1015683	0.1483353	-0.0988316	0.1739628	-0.0957697
