ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58	ProcCoord59	ProcCoord60	ProcCoord61	ProcCoord62	ProcCoord63	ProcCoord64	ProcCoord65	ProcCoord66	ProcCoord67	ProcCoord68	ProcCoord69	ProcCoord70	ProcCoord71	ProcCoord72	ProcCoord73	ProcCoord74	ProcCoord75	ProcCoord76	ProcCoord77	ProcCoord78	ProcCoord79	ProcCoord80	ProcCoord81	ProcCoord82	ProcCoord83	ProcCoord84	ProcCoord85	ProcCoord86	ProcCoord87	ProcCoord88
65	PB13-0115	M	Morpho	amphitryon	19.69909	can	23	-0.1705134	0.1585223	-0.1741424	0.1313586	-0.1520382	0.0975914	-0.1312171	0.0600608	-0.1170303	0.0180997	-0.1171192	-0.0348838	-0.1071131	-0.0845622	-0.0793982	-0.1235634	-0.0955248	0.146743	0.0570365	0.0666662	0.0418492	0.0711962	0.0122784	0.0711045	-0.0088461	0.0443297	0.0557218	-0.008333	0.1145606	-0.0432394	0.1941667	-0.0853738	0.2033042	-0.069884	0.1966858	-0.0953508	-0.1604183	0.1098013	-0.1417016	0.0826952	-0.1239391	0.0462359	-0.1133978	-0.0083977	-0.1115068	-0.0604735	-0.0993862	-0.1099101	-0.1193478	0.1603554	-0.0800187	0.1496507	-0.0401199	0.1392652	-0.0021062	0.1223556	0.0339915	0.1010167	0.0670719	0.0736106	0.099174	0.0442111	0.1299934	0.0130767	0.1603865	-0.0180324	0.1879701	-0.0484273	-0.0586824	-0.1256118	-0.0320728	-0.1231398	-0.0059864	-0.1188823	0.0200149	-0.1151519	0.045894	-0.1114369	0.0719576	-0.1089725	0.0981794	-0.1070077	0.1243692	-0.1047981	0.1503161	-0.1028764	0.1767047	-0.0996382
66	PB13-0116	F	Morpho	amphitryon	20.71999	can	23	-0.1696575	0.1542996	-0.1720103	0.1325173	-0.1522939	0.0997074	-0.1319184	0.0608708	-0.12177	0.0189533	-0.1203846	-0.0303264	-0.1113218	-0.078395	-0.0846198	-0.1168563	-0.0956788	0.1411712	0.0557696	0.0657345	0.0429724	0.0685792	0.0187827	0.066087	-0.0069474	0.0421224	0.0512171	-0.0065305	0.1185912	-0.0429586	0.2003729	-0.0826687	0.2079257	-0.0710407	0.2007109	-0.0918928	-0.1589379	0.1134081	-0.142167	0.0845787	-0.1235515	0.0464684	-0.1160294	-0.0078142	-0.1121507	-0.0605432	-0.0991629	-0.1090217	-0.1210951	0.1544454	-0.0819313	0.145109	-0.042525	0.1334757	-0.0040547	0.1182569	0.0326414	0.0984407	0.0672435	0.0728413	0.1004423	0.0441395	0.1324373	0.0135596	0.1633971	-0.0176765	0.1924087	-0.0477046	-0.0601216	-0.1223974	-0.0338205	-0.1212843	-0.0074611	-0.1187899	0.0189017	-0.1168603	0.0451463	-0.1139385	0.0714438	-0.1099648	0.0977556	-0.1058111	0.1240953	-0.1023052	0.1503254	-0.1003609	0.1770302	-0.0996245
67	PB13-0118	M	Morpho	amphitryon	19.88832	can	23	-0.1704576	0.1536466	-0.1721597	0.1284666	-0.1534655	0.0975065	-0.1321858	0.0624097	-0.1214557	0.0187762	-0.1177702	-0.0331819	-0.1098517	-0.080314	-0.0816329	-0.1164859	-0.0940661	0.1437278	0.0534309	0.0692959	0.0380293	0.0728331	0.0138578	0.0699612	-0.0067188	0.0435347	0.0607218	-0.0085165	0.1203106	-0.0438944	0.1992501	-0.0871443	0.2076925	-0.0767255	0.2004392	-0.0974569	-0.1623994	0.1104375	-0.1433743	0.0840645	-0.1256073	0.0453055	-0.1158926	-0.0079665	-0.1107098	-0.0609778	-0.0986337	-0.1095494	-0.1209939	0.1546843	-0.0812861	0.147032	-0.0416836	0.1359611	-0.003679	0.1193323	0.0329667	0.0989231	0.0675753	0.0733213	0.0998654	0.0437851	0.1309202	0.0123191	0.1612654	-0.0194664	0.1895804	-0.0497929	-0.059439	-0.1208347	-0.0335248	-0.1188089	-0.0072741	-0.1149953	0.0191768	-0.1123261	0.0453554	-0.1093786	0.0717163	-0.1061782	0.0982846	-0.1039185	0.1248252	-0.1028395	0.1510896	-0.1031394	0.1779082	-0.1014327
68	PB13-0119	M	Morpho	amphitryon	20.15314	can	23	-0.1660708	0.1508721	-0.1698457	0.1308572	-0.1498178	0.095748	-0.1316467	0.0574104	-0.1206075	0.0134874	-0.1178006	-0.0374084	-0.1114415	-0.079885	-0.0885508	-0.1131926	-0.0885918	0.1448952	0.0511233	0.0709618	0.0382942	0.0735103	0.0075934	0.069749	-0.0094532	0.0429617	0.0469028	-0.0023291	0.1096914	-0.0401046	0.2006402	-0.0824737	0.209262	-0.0722129	0.2019148	-0.0936233	-0.1572983	0.1124417	-0.1415636	0.0828766	-0.1249438	0.0454139	-0.1152013	-0.0079194	-0.1111453	-0.0608314	-0.0986958	-0.109117	-0.1197705	0.1552145	-0.0796468	0.149906	-0.0397342	0.1390723	-0.0015331	0.1221393	0.0347683	0.1006038	0.068647	0.0736366	0.1011406	0.0441156	0.1326523	0.0130845	0.1643687	-0.0171205	0.1921223	-0.0481505	-0.0592902	-0.1233562	-0.0332928	-0.1225537	-0.0071433	-0.1199257	0.0190445	-0.1170266	0.0451827	-0.1142769	0.0714884	-0.1114717	0.0977433	-0.1077457	0.1240143	-0.1052127	0.1500838	-0.1032929	0.1764069	-0.099727
69	PB13-0120	M	Morpho	amphitryon	19.44132	can	23	-0.1658338	0.1549287	-0.1692371	0.1307994	-0.1552441	0.0993293	-0.1366951	0.0598678	-0.1224412	0.018879	-0.1146345	-0.0366018	-0.1060509	-0.0822764	-0.0854943	-0.1152222	-0.0886757	0.1422516	0.0533102	0.0675325	0.0442128	0.069115	0.0149349	0.0673057	-0.0111821	0.0448049	0.0505392	-0.0029599	0.1127629	-0.040142	0.1987533	-0.0827933	0.2085028	-0.0722461	0.2008211	-0.0927335	-0.1589063	0.1116639	-0.1452324	0.0821642	-0.128371	0.0463024	-0.1144061	-0.0066065	-0.107859	-0.0597952	-0.0972543	-0.1079558	-0.120686	0.1570603	-0.0808408	0.1490065	-0.0414514	0.1367936	-0.0037974	0.1193447	0.0323169	0.0978726	0.0672428	0.0724723	0.1006021	0.0440511	0.1324222	0.0134237	0.1627503	-0.0184478	0.1922788	-0.0479025	-0.0600142	-0.1244723	-0.0338214	-0.1228105	-0.0076942	-0.1183165	0.0187313	-0.115615	0.0449629	-0.11278	0.0713039	-0.109724	0.0977759	-0.1071406	0.1241971	-0.1047643	0.1504514	-0.1035551	0.1769504	-0.1001076
70	PB13-0121	M	Morpho	amphitryon	18.40171	can	23	-0.1625283	0.1553355	-0.1694452	0.1316913	-0.1537028	0.0992012	-0.1353982	0.0595439	-0.1214688	0.0155909	-0.1146859	-0.0365925	-0.1047327	-0.0821263	-0.0816363	-0.1145276	-0.0902577	0.1455675	0.0477177	0.0701637	0.0373207	0.0723274	0.011234	0.0685224	-0.0126997	0.0445266	0.0497029	-0.0052932	0.1108698	-0.0411128	0.1995512	-0.0847195	0.2099607	-0.0714705	0.2003604	-0.0949694	-0.1582247	0.1109536	-0.1438726	0.081497	-0.1272955	0.0454407	-0.1149179	-0.0071951	-0.1085446	-0.0598714	-0.0951045	-0.1066891	-0.1205023	0.1570712	-0.0802917	0.1513391	-0.0406604	0.1391938	-0.0030292	0.1212419	0.0330235	0.0997841	0.0662947	0.0725045	0.0988956	0.043311	0.1306913	0.0128327	0.1619153	-0.0178059	0.1918545	-0.0463453	-0.0589048	-0.1222668	-0.0329518	-0.1206488	-0.0065905	-0.1187004	0.0196039	-0.1167919	0.0457323	-0.1145978	0.0719371	-0.1116238	0.0981958	-0.1091916	0.1244937	-0.1072967	0.1506153	-0.1054215	0.1774758	-0.1023821
71	PB13-0122	M	Morpho	amphitryon	19.87029	can	23	-0.1663266	0.1508842	-0.1723112	0.1268954	-0.1564561	0.0950175	-0.1369009	0.0575676	-0.1229327	0.0166806	-0.1197283	-0.0333188	-0.1106958	-0.0760871	-0.0867334	-0.1071809	-0.0948379	0.1438866	0.0527443	0.0698582	0.0421948	0.0721712	0.0145586	0.0682306	-0.0038689	0.0446433	0.0518512	-0.0024935	0.1159742	-0.0427047	0.1998504	-0.0853933	0.2090695	-0.0756392	0.2023461	-0.0958728	-0.1631238	0.1095098	-0.148079	0.0806818	-0.1277287	0.0461764	-0.115184	-0.0074403	-0.1100115	-0.0600538	-0.0933015	-0.104872	-0.1194588	0.1529876	-0.0796124	0.1477345	-0.0401279	0.1366685	-0.0022221	0.1199362	0.0340706	0.0988685	0.0684326	0.0728334	0.100702	0.0432284	0.1317174	0.0114584	0.1639312	-0.018336	0.1918409	-0.049197	-0.057917	-0.1178001	-0.0328675	-0.1172285	-0.0068475	-0.1164948	0.019246	-0.1145104	0.0454001	-0.1117083	0.0717555	-0.1091755	0.0982094	-0.1070763	0.1246752	-0.1059407	0.1509744	-0.1050516	0.1777293	-0.1023431
72	PB13-0124	M	Morpho	amphitryon	18.68942	can	23	-0.1662652	0.1502931	-0.1734654	0.1230672	-0.1564493	0.0940788	-0.1361549	0.0556606	-0.124636	0.0164192	-0.1202646	-0.0329074	-0.1127521	-0.0766924	-0.0849425	-0.1106551	-0.0872451	0.1462774	0.0560514	0.0687626	0.0408915	0.071581	0.0156526	0.0676149	-0.0057102	0.0443252	0.0598721	-0.0076595	0.1191855	-0.0439705	0.1971562	-0.0863951	0.2056557	-0.0719626	0.199081	-0.0959297	-0.1632321	0.1089153	-0.1472694	0.0804224	-0.128681	0.0449011	-0.1175727	-0.0076344	-0.1114885	-0.0605752	-0.0963062	-0.1071604	-0.1194572	0.1545477	-0.0794776	0.1493177	-0.039616	0.1387538	-0.0011092	0.1227472	0.0352159	0.1012415	0.0694357	0.0747158	0.1015786	0.0449067	0.1326328	0.0136187	0.1624857	-0.0183587	0.1898701	-0.049457	-0.058319	-0.1194659	-0.0329958	-0.1186	-0.0069638	-0.116218	0.0191743	-0.1135458	0.0452645	-0.1106524	0.0715184	-0.1080238	0.0978831	-0.1058782	0.1242291	-0.1044892	0.1503832	-0.1039863	0.1771564	-0.1019502
73	PB13-0125	M	Morpho	amphitryon	19.33991	can	23	-0.1670312	0.1539825	-0.1723014	0.1304711	-0.1539386	0.0957438	-0.1384227	0.0574439	-0.1263147	0.0155281	-0.1264277	-0.0342225	-0.1149361	-0.0787999	-0.0838852	-0.1119505	-0.0786909	0.13998	0.0576926	0.0650333	0.0447342	0.0683466	0.0146716	0.0661101	-0.0049748	0.0437312	0.0529669	-0.0027483	0.1171715	-0.041265	0.2033045	-0.0838492	0.2087988	-0.0720531	0.2031105	-0.0927217	-0.1605255	0.1110502	-0.1457334	0.0808562	-0.1278201	0.0454739	-0.1178448	-0.0082898	-0.1147882	-0.0612193	-0.0962778	-0.106882	-0.1201287	0.1561144	-0.0804432	0.148072	-0.0412613	0.1356245	-0.0034808	0.1186696	0.0325994	0.0975569	0.0667792	0.0713919	0.0998835	0.0427047	0.1317038	0.0120952	0.1626515	-0.0190006	0.1911459	-0.0492459	-0.0587571	-0.1201209	-0.0332542	-0.1184911	-0.007098	-0.1159307	0.0191422	-0.113416	0.0452922	-0.1102046	0.0716648	-0.1072721	0.0981609	-0.1047954	0.1246318	-0.102501	0.1508468	-0.1016413	0.1773838	-0.0993593
74	PB13-0126	M	Morpho	amphitryon	18.77735	can	23	-0.1687965	0.1528801	-0.1717989	0.1311252	-0.155238	0.0946547	-0.1360435	0.0563237	-0.123396	0.0167238	-0.1167839	-0.0313093	-0.1070859	-0.0781972	-0.080846	-0.114699	-0.0933151	0.1458965	0.0533272	0.0711973	0.0438061	0.0725627	0.0124302	0.068042	-0.0046714	0.0455378	0.0513452	-0.0013476	0.113761	-0.0405639	0.1963854	-0.0853507	0.2029979	-0.0723233	0.1976693	-0.0945883	-0.160731	0.109601	-0.146945	0.0803651	-0.1278208	0.0453265	-0.1151687	-0.0071155	-0.108677	-0.0600735	-0.0942944	-0.1065159	-0.1196989	0.1557319	-0.0797363	0.1492521	-0.0396902	0.1392069	-0.0015644	0.1223693	0.0341766	0.1000868	0.0683211	0.0736029	0.1007113	0.0441728	0.1318048	0.0129611	0.161806	-0.0186826	0.1872787	-0.0512671	-0.0584559	-0.1222818	-0.0325061	-0.1197324	-0.0060117	-0.1178541	0.0202304	-0.1164951	0.046385	-0.1141176	0.0726088	-0.1109653	0.0988433	-0.1084801	0.1252749	-0.1076496	0.1516723	-0.1058617	0.1784403	-0.1021486
75	PB13-0128	M	Morpho	amphitryon	18.30849	can	23	-0.1668513	0.1534498	-0.1711865	0.130688	-0.1546529	0.0953219	-0.1365526	0.0587807	-0.1252508	0.0174109	-0.1184088	-0.0337213	-0.1111116	-0.0781528	-0.085442	-0.1172441	-0.0812495	0.1412791	0.0595228	0.0653051	0.0446877	0.0684975	0.0149113	0.0654525	-0.0100813	0.0420247	0.0437582	-0.0045038	0.110895	-0.0411484	0.1969487	-0.0840421	0.2044845	-0.0724778	0.2021459	-0.0935706	-0.1596369	0.1103477	-0.1450915	0.081486	-0.1268407	0.0453593	-0.115767	-0.0069409	-0.1107763	-0.0602814	-0.0965804	-0.1075767	-0.1203605	0.1564615	-0.0806748	0.1486567	-0.0411616	0.137411	-0.0032146	0.1206027	0.0336987	0.1004355	0.0692175	0.0759775	0.1020476	0.0469883	0.1339057	0.0165146	0.164213	-0.0150573	0.1913155	-0.0466264	-0.0591437	-0.1232477	-0.0328499	-0.1207638	-0.0064804	-0.1183745	0.0197131	-0.1162605	0.0457504	-0.112839	0.0718372	-0.1091865	0.0980973	-0.1070692	0.1244559	-0.1055187	0.1506217	-0.1036656	0.1771379	-0.1001819
76	PB13-0129	M	Morpho	amphitryon	18.44315	can	23	-0.1620888	0.1560843	-0.1656297	0.1374372	-0.1527664	0.0997032	-0.1373918	0.0606777	-0.1251315	0.0166487	-0.1208349	-0.0339019	-0.1090327	-0.0809548	-0.0816796	-0.1196195	-0.0851683	0.1440345	0.0484606	0.0699682	0.0372406	0.0717998	0.0077091	0.066252	-0.0109076	0.0422434	0.0504101	-0.0032764	0.1122585	-0.0387018	0.1992035	-0.0828953	0.2078275	-0.0709272	0.2013868	-0.091824	-0.1559158	0.1107038	-0.1439551	0.0809588	-0.1282178	0.0450844	-0.1193443	-0.0075036	-0.1102169	-0.0597194	-0.0953401	-0.1068542	-0.1190553	0.1560535	-0.0796725	0.1479251	-0.0404882	0.1358949	-0.0026723	0.1193474	0.0331837	0.0979851	0.0675236	0.0721967	0.1003091	0.0434516	0.131779	0.0127568	0.1623401	-0.0185854	0.1916701	-0.0477434	-0.0589838	-0.1267515	-0.0321651	-0.1245195	-0.0058996	-0.1204505	0.0201663	-0.116203	0.0462038	-0.1124931	0.0723211	-0.108726	0.0986388	-0.106511	0.1249754	-0.1048706	0.1511625	-0.1036891	0.1777882	-0.1004857
77	PB13-0130	M	Morpho	amphitryon	18.38778	can	23	-0.1693205	0.1533183	-0.1765473	0.1296664	-0.1585787	0.0953411	-0.1401244	0.0577551	-0.126302	0.0198945	-0.1191146	-0.0317226	-0.1091144	-0.0747272	-0.0793415	-0.1089857	-0.0844428	0.1418018	0.0583296	0.0628186	0.0458276	0.0665086	0.0158045	0.0648568	-0.0043967	0.043492	0.0497928	-0.0020171	0.1145528	-0.0406477	0.2012048	-0.0882266	0.2103343	-0.0748914	0.2009006	-0.0975548	-0.1650766	0.1087645	-0.1495987	0.079868	-0.1306323	0.0454279	-0.1175328	-0.0070625	-0.1109541	-0.0602061	-0.0917101	-0.1032457	-0.119915	0.1548385	-0.0801423	0.1480962	-0.0410505	0.1358404	-0.0036395	0.1181005	0.0328943	0.0976672	0.0672101	0.0719035	0.0998711	0.0427136	0.1319425	0.0122777	0.1629389	-0.0187583	0.1916845	-0.0487667	-0.057801	-0.1179608	-0.0328868	-0.116372	-0.0066442	-0.1142815	0.0196725	-0.1123208	0.0458335	-0.1101251	0.0721627	-0.1068174	0.0987206	-0.1052685	0.1252179	-0.1042655	0.151499	-0.1040116	0.1784722	-0.1027156
78	PB13-0131	M	Morpho	amphitryon	18.65118	can	23	-0.164853	0.1580294	-0.1696189	0.1327252	-0.1542631	0.0973473	-0.137439	0.0550806	-0.1268447	0.0159986	-0.1206905	-0.0367259	-0.1123413	-0.0779257	-0.0879138	-0.1143958	-0.0851106	0.1404392	0.058054	0.0650212	0.0450965	0.0678929	0.0133467	0.0660684	-0.0080965	0.0430151	0.0557508	-0.0052686	0.1162806	-0.0403488	0.2015347	-0.0850907	0.2098309	-0.0751515	0.2021753	-0.0950434	-0.1583069	0.111449	-0.1459051	0.0808733	-0.1293168	0.0450729	-0.1161987	-0.007012	-0.111667	-0.0603145	-0.0979201	-0.1084225	-0.120575	0.1558035	-0.0815431	0.1462853	-0.0423181	0.1341488	-0.0042106	0.1181621	0.0322968	0.097804	0.0674986	0.0732925	0.1000892	0.0442105	0.1319939	0.0136873	0.162829	-0.0175153	0.1921297	-0.0470387	-0.0593632	-0.1220741	-0.0334903	-0.1186803	-0.0071091	-0.1159106	0.0191193	-0.1129757	0.0452213	-0.1098166	0.071449	-0.1058692	0.0979744	-0.1033953	0.1244643	-0.102171	0.1506697	-0.1017332	0.1772906	-0.0995277
79	PB13-0134	M	Morpho	theseus	18.40931	can	23	-0.160023	0.1576982	-0.1657846	0.1374334	-0.152496	0.1010352	-0.1386675	0.057064	-0.1279816	0.0112335	-0.1171887	-0.040593	-0.1069277	-0.0924468	-0.0814397	-0.1275202	-0.091058	0.1484176	0.0561179	0.0678687	0.0447995	0.0703763	0.0243031	0.0668214	-0.0023018	0.0413656	0.0548251	-0.0073661	0.1094525	-0.0383321	0.1923541	-0.0804837	0.2000955	-0.0699093	0.1961966	-0.0892191	-0.1528864	0.1109557	-0.143624	0.0793462	-0.1330021	0.0427573	-0.1197681	-0.0076382	-0.1093367	-0.0601028	-0.1000752	-0.110003	-0.119279	0.160464	-0.0787144	0.1543186	-0.0383306	0.1430558	-0.0003989	0.1245533	0.0349733	0.1013037	0.0683539	0.0738376	0.1004399	0.0442157	0.1311795	0.0129599	0.160622	-0.019026	0.1868834	-0.0507212	-0.0601573	-0.1329793	-0.0321317	-0.1299252	-0.0065242	-0.1224603	0.0189939	-0.1164791	0.0444588	-0.1104476	0.0703546	-0.1053277	0.0966452	-0.1018534	0.1229658	-0.0994807	0.149025	-0.0981849	0.1750577	-0.0965824
80	PB13-0135	M	Morpho	theseus	18.79798	can	23	-0.1577055	0.1525957	-0.1616172	0.1305726	-0.15119	0.0982211	-0.1376593	0.0573004	-0.1283427	0.0113992	-0.1174418	-0.0437537	-0.107414	-0.0903144	-0.0845279	-0.1268646	-0.0935887	0.1484376	0.0545644	0.0735519	0.0445711	0.0747924	0.0227389	0.0715357	-0.0032824	0.0423235	0.0504008	-0.0021515	0.1089826	-0.0378799	0.1936273	-0.0822455	0.1991771	-0.0738852	0.1956932	-0.092205	-0.1522078	0.1101226	-0.1428485	0.0792828	-0.1322192	0.0422809	-0.1200782	-0.008257	-0.1106421	-0.0608265	-0.1003674	-0.1107514	-0.1199639	0.1593317	-0.078927	0.1552187	-0.0378934	0.1449227	0.0007083	0.1266966	0.0361288	0.1028894	0.0698923	0.0755512	0.1016979	0.0455018	0.1315611	0.0133462	0.1603498	-0.0192316	0.1853388	-0.0517857	-0.0596243	-0.1335408	-0.0323238	-0.1270122	-0.0066802	-0.1204589	0.0191831	-0.1154685	0.0450044	-0.1108764	0.0710103	-0.106564	0.0972738	-0.1034933	0.1235503	-0.1012306	0.1495097	-0.1002115	0.1755812	-0.0968667
81	PB13-0136	M	Morpho	theseus	17.39239	can	23	-0.1506465	0.1561355	-0.160192	0.134788	-0.1508039	0.10039	-0.1386639	0.0588342	-0.1273339	0.0104939	-0.1176622	-0.0427331	-0.107192	-0.0912142	-0.0798768	-0.1292406	-0.0960148	0.1497445	0.051571	0.0729187	0.0382184	0.0751327	0.0144688	0.070396	-0.0057174	0.0420773	0.0481926	-0.0015681	0.1013748	-0.0334258	0.1909974	-0.081132	0.2005515	-0.0725607	0.1966273	-0.092541	-0.152222	0.109126	-0.1434113	0.0783995	-0.1338375	0.0418947	-0.1225559	-0.0088119	-0.1125193	-0.0612481	-0.1002084	-0.1113184	-0.1174681	0.1605103	-0.0765364	0.1552065	-0.0358784	0.1439177	0.001787	0.1246609	0.0368525	0.1009263	0.0703052	0.0735061	0.1022656	0.0437415	0.1329647	0.0124537	0.16225	-0.0197018	0.1890052	-0.0509045	-0.0585623	-0.1343491	-0.0309954	-0.1289426	-0.005524	-0.1218731	0.0200199	-0.1158816	0.0457187	-0.1106781	0.0716912	-0.1062815	0.0978631	-0.1024344	0.1242449	-0.1000262	0.1503227	-0.0995908	0.17653	-0.0987966
82	PB13-0140	M	Morpho	theseus	18.99761	can	23	-0.1534753	0.1565763	-0.1629534	0.135172	-0.1509109	0.0978819	-0.1372806	0.0536294	-0.1273362	0.0089442	-0.1185133	-0.0413396	-0.1101677	-0.0890244	-0.0875975	-0.1249181	-0.090472	0.1492057	0.0573806	0.070226	0.045501	0.0733877	0.0221462	0.0701084	-0.0075529	0.0433276	0.0474038	-0.0048128	0.1071357	-0.0380921	0.1957933	-0.0821308	0.2019742	-0.0705018	0.1979779	-0.0895344	-0.1553091	0.1091754	-0.145351	0.0783397	-0.1340093	0.0421756	-0.1226308	-0.0085326	-0.1139293	-0.0613065	-0.1030869	-0.1125545	-0.1176154	0.1591098	-0.0776247	0.1514678	-0.0374948	0.1409357	0.0009105	0.1240338	0.0370163	0.1018812	0.0706964	0.0747111	0.1018716	0.0441262	0.1319711	0.0122777	0.1603291	-0.0207742	0.1872458	-0.0520813	-0.0589052	-0.1309588	-0.0316799	-0.1267785	-0.005918	-0.1205537	0.0197199	-0.1148033	0.0454222	-0.1095693	0.0713757	-0.1047753	0.0976705	-0.1009105	0.1241112	-0.0987492	0.1500868	-0.0977216	0.1760742	-0.0962698
83	PB13-0141	M	Morpho	theseus	18.64453	can	23	-0.1504419	0.1586285	-0.1585578	0.1379529	-0.1508758	0.1031022	-0.1385883	0.0604567	-0.1302966	0.0131882	-0.1195469	-0.0424526	-0.1053717	-0.0932911	-0.0796314	-0.130892	-0.0942009	0.1493488	0.0493098	0.0729825	0.0378677	0.0752428	0.0188073	0.0710383	-0.0088107	0.0420441	0.0435088	-0.0012284	0.1025406	-0.035711	0.1944887	-0.0782812	0.2016619	-0.0688959	0.1981822	-0.0875774	-0.1499924	0.1094362	-0.1406571	0.0795919	-0.1316438	0.0425362	-0.123049	-0.0085789	-0.1138771	-0.0612351	-0.1008483	-0.1113273	-0.1169859	0.1599137	-0.0769769	0.1523321	-0.0367643	0.1416411	0.0010366	0.1234604	0.0355576	0.0993129	0.0690696	0.0720664	0.101322	0.0427254	0.1319886	0.0114213	0.1617768	-0.0202722	0.188516	-0.0515975	-0.0584494	-0.1351954	-0.0311625	-0.128812	-0.0054177	-0.1229167	0.0203027	-0.11764	0.0461443	-0.1133864	0.0720467	-0.1088274	0.0981043	-0.104807	0.1241522	-0.1010878	0.1500248	-0.0987095	0.175737	-0.0956995
84	PB13-0142	F	Morpho	theseus	19.82166	can	23	-0.1552152	0.154454	-0.1612898	0.1331848	-0.1519685	0.0973723	-0.1385419	0.0545286	-0.1309145	0.0113255	-0.1240869	-0.0404028	-0.1137792	-0.0898374	-0.0886369	-0.1291989	-0.0805127	0.1435199	0.0647182	0.0649929	0.0474756	0.0698364	0.018501	0.0676105	-0.0075499	0.0403612	0.0431906	-0.0034057	0.1062537	-0.0374693	0.195855	-0.078609	0.204588	-0.0686766	0.1978908	-0.0890095	-0.1523221	0.1100786	-0.1427569	0.0799121	-0.131584	0.0431073	-0.1231456	-0.0080584	-0.117222	-0.061382	-0.105428	-0.1130144	-0.1178657	0.1584196	-0.0778883	0.1508498	-0.0382286	0.1391922	0.0002873	0.122962	0.0371339	0.1021034	0.0717927	0.0759097	0.1043968	0.0465158	0.1354392	0.0152643	0.1650804	-0.0168715	0.1912617	-0.0490412	-0.0598659	-0.1314195	-0.0331158	-0.1258765	-0.0072149	-0.1204133	0.0185563	-0.1152201	0.0442498	-0.1102368	0.0699749	-0.1047712	0.0961584	-0.1001063	0.122719	-0.0973393	0.1488684	-0.0961876	0.1747417	-0.0949533
85	PB13-0143	F	Morpho	theseus	19.35205	can	23	-0.1527597	0.1516113	-0.1638272	0.130531	-0.1534735	0.0945341	-0.1428478	0.0536147	-0.1331698	0.007058	-0.126087	-0.0396662	-0.1158115	-0.0851022	-0.0916273	-0.1192083	-0.079796	0.1429608	0.0603338	0.0677744	0.0457341	0.0709615	0.0223483	0.068324	-0.003208	0.0397499	0.04977	-0.0047192	0.1065825	-0.0352702	0.1988473	-0.0785394	0.2064951	-0.0689811	0.2001578	-0.0885273	-0.155299	0.1096587	-0.1460705	0.0786486	-0.1366842	0.0423993	-0.1252555	-0.0081119	-0.1172106	-0.0611112	-0.1017795	-0.1105671	-0.116562	0.1536157	-0.0768692	0.1485686	-0.0369663	0.1388059	0.0014278	0.1225339	0.0384118	0.1019492	0.0726114	0.0751808	0.1047459	0.045338	0.1357969	0.0141705	0.1659359	-0.0174333	0.1927517	-0.0491085	-0.0599805	-0.1248283	-0.0336632	-0.1216738	-0.007615	-0.1181801	0.0182623	-0.1139963	0.0440499	-0.1100775	0.0697835	-0.1047522	0.096123	-0.1010491	0.122837	-0.0986273	0.1489433	-0.0998714	0.1746143	-0.0985873
86	PB13-0144	M	Morpho	theseus	17.79257	can	23	-0.151759	0.1578867	-0.1621221	0.134116	-0.1506649	0.1030941	-0.1372297	0.0621128	-0.1284303	0.0163437	-0.1187207	-0.0401477	-0.1050719	-0.0911251	-0.0799332	-0.1284592	-0.0879304	0.1496405	0.0479091	0.0735307	0.0364968	0.07506	0.0141328	0.0698947	-0.0080142	0.0413018	0.0439017	-0.0021628	0.1047325	-0.0355531	0.1982205	-0.0792477	0.2041751	-0.0719575	0.2020245	-0.0883532	-0.1525848	0.1106456	-0.1427343	0.0793676	-0.1332221	0.0423637	-0.1242728	-0.0087141	-0.1130955	-0.0610001	-0.1003211	-0.1110391	-0.116772	0.1594795	-0.076271	0.1539084	-0.0363603	0.1416119	0.0013708	0.1234268	0.0352941	0.0987598	0.0676263	0.070413	0.0990597	0.0402523	0.1295108	0.0087454	0.1594073	-0.0230242	0.1877518	-0.0528337	-0.0587636	-0.1338242	-0.0306684	-0.1311367	-0.0044956	-0.1252776	0.0209399	-0.1187464	0.0462423	-0.1122741	0.0718945	-0.1065839	0.0978127	-0.1011499	0.1242629	-0.0979491	0.1503883	-0.0964556	0.1762837	-0.0949401
