ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58
496	PB13-0607	F	Morpho	epistrophus	11.35291	under	6	0.1459484	0.0355935	0.1735499	-0.0277138	0.1514079	-0.0934231	0.1173943	-0.1532253	0.0768332	-0.2003277	0.0168047	-0.2535362	-0.0673763	-0.2683842	-0.1886892	0.162533	-0.1667532	0.1462437	-0.2005783	0.1258119	-0.0825322	0.0878358	-0.0699193	0.0745417	-0.1384772	0.04302	-0.08256	-0.0075937	0.1669525	-0.0547514	0.136872	-0.121179	0.0984454	-0.177789	0.0458192	-0.2310771	-0.0194511	-0.2649575	0.129566	0.0513655	0.1015213	0.0714098	0.0712289	0.0888887	0.039824	0.1044097	0.0075001	0.1183558	-0.0257637	0.130376	-0.059378	0.1406358	-0.0926747	0.1500487	-0.1257864	0.1586209	-0.1597282	0.1642676
497	PB13-0608	F	Morpho	epistrophus	12.31693	under	6	0.1662699	0.0190765	0.1726843	-0.0353013	0.1462154	-0.0840063	0.1146252	-0.1414076	0.0766622	-0.1995429	0.0133797	-0.2541271	-0.0660211	-0.2612031	-0.1968483	0.1552764	-0.1721217	0.1417956	-0.2087473	0.1225045	-0.0868265	0.0851223	-0.0745226	0.0730499	-0.1468877	0.0402102	-0.083647	-0.014217	0.165299	-0.0565059	0.132067	-0.1196662	0.0947263	-0.1752754	0.0448925	-0.2313751	-0.0198948	-0.2599595	0.1357389	0.0532616	0.1075291	0.0745689	0.0770321	0.0929982	0.0453244	0.1091049	0.0120715	0.1218798	-0.0218969	0.1328933	-0.0560128	0.1421353	-0.0898373	0.1500548	-0.123664	0.1565226	-0.1575894	0.1621328
498	PB13-0609	F	Morpho	epistrophus	11.61249	under	6	0.1533113	0.0279698	0.1698949	-0.0414128	0.1474589	-0.102453	0.1149951	-0.1527507	0.0739851	-0.2040019	0.0179836	-0.2487275	-0.0541685	-0.2580627	-0.1962356	0.1571697	-0.1729228	0.1435392	-0.2041543	0.1236751	-0.0877588	0.0914359	-0.0698584	0.0770111	-0.1419162	0.0420984	-0.0775931	-0.0116944	0.1675808	-0.0559818	0.1363619	-0.1223012	0.0974795	-0.1776165	0.0440058	-0.2305953	-0.0206923	-0.2570112	0.1328632	0.053636	0.1043018	0.0741766	0.0739115	0.0924341	0.0425392	0.1089582	0.009707	0.1227087	-0.0242114	0.1339049	-0.0583815	0.143152	-0.0921622	0.1514328	-0.1260392	0.1578136	-0.1602855	0.1614929
499	PB13-0610	M	Morpho	epistrophus	11.11865	under	6	0.1612021	0.0342914	0.1779786	-0.0241827	0.1506086	-0.0865232	0.1089715	-0.1500145	0.0644466	-0.2074581	0.0067433	-0.2596876	-0.0634257	-0.2702056	-0.1887585	0.1503241	-0.1653892	0.1397641	-0.1967144	0.1173467	-0.0876382	0.0878226	-0.0724626	0.0695192	-0.1384739	0.0318031	-0.082855	-0.015689	0.1659692	-0.0559062	0.1292058	-0.1177179	0.0904499	-0.1720446	0.0406946	-0.2267247	-0.0200002	-0.2660606	0.1364405	0.0579275	0.1072026	0.0783896	0.0761563	0.0960543	0.044204	0.1118216	0.0110466	0.1251581	-0.0229053	0.1366267	-0.0571349	0.145752	-0.0911558	0.1528579	-0.1253099	0.1571498	-0.1590962	0.1596062
500	PB13-0611	M	Morpho	epistrophus	11.89536	under	6	0.1551835	0.0366608	0.1768091	-0.0291217	0.156912	-0.0934465	0.115233	-0.1587106	0.0671797	-0.2138785	0.009237	-0.2577798	-0.06362	-0.2536864	-0.1915415	0.153759	-0.1670659	0.1423819	-0.2053902	0.1189874	-0.0852293	0.0914426	-0.0658561	0.0726256	-0.1353752	0.0308466	-0.0751335	-0.0177074	0.1660242	-0.0547945	0.1362206	-0.1223214	0.0940246	-0.1754801	0.0389251	-0.2250852	-0.0207177	-0.2555626	0.1342377	0.0572029	0.1049105	0.0772922	0.0737366	0.0945597	0.041282	0.1088064	0.0080123	0.1213556	-0.0260037	0.1324735	-0.0599147	0.142897	-0.0933758	0.1523708	-0.1270362	0.1601415	-0.1616681	0.1637711
501	PB13-0612	M	Morpho	epistrophus	11.85374	under	6	0.1671955	0.0312176	0.1851517	-0.0236356	0.1668241	-0.0896563	0.1165165	-0.1505842	0.0662631	-0.2042522	0.0053374	-0.2514354	-0.0722814	-0.2627026	-0.192313	0.1532827	-0.1683417	0.1367666	-0.2040296	0.1124727	-0.0867166	0.0902191	-0.066429	0.0700977	-0.1476591	0.0394093	-0.0862686	-0.0088806	0.1705005	-0.0561741	0.1387164	-0.1256769	0.0908066	-0.1726446	0.0343143	-0.219161	-0.0215041	-0.2571005	0.1364217	0.0578219	0.1056593	0.0755225	0.0741242	0.0917732	0.0418303	0.1062207	0.0086205	0.1189601	-0.0250341	0.1309418	-0.0589319	0.1408745	-0.0925042	0.1495786	-0.1262445	0.1559703	-0.1600243	0.1607746
502	PB13-0613	M	Morpho	epistrophus	12.52005	under	6	0.1549958	0.0320247	0.1789138	-0.0275069	0.1587411	-0.0869267	0.116334	-0.1482748	0.0723412	-0.2020376	0.0050853	-0.2564644	-0.0724423	-0.2675338	-0.1854602	0.1501645	-0.16764	0.1384636	-0.1972957	0.1186086	-0.0873134	0.0876774	-0.074046	0.0732504	-0.1445315	0.0334557	-0.0886637	-0.0184726	0.1707361	-0.056439	0.1338015	-0.1203485	0.0919168	-0.1725684	0.0394624	-0.2242735	-0.0198584	-0.2634626	0.1334207	0.0542181	0.1049512	0.0747692	0.074934	0.0936237	0.0439043	0.1108551	0.0116466	0.1263504	-0.0224819	0.1375811	-0.0567828	0.1465086	-0.0909492	0.1527663	-0.1250593	0.1565717	-0.1586605	0.1574196
503	PB13-0614	M	Morpho	epistrophus	11.80702	under	6	0.1427734	0.0377567	0.1716701	-0.0206553	0.1571445	-0.0862487	0.1178194	-0.1539926	0.0734095	-0.2080011	0.0050953	-0.2559938	-0.0696928	-0.2630321	-0.1858848	0.1563754	-0.1616836	0.1418275	-0.1958447	0.1199685	-0.08693	0.089812	-0.0711386	0.0725273	-0.1387103	0.0351497	-0.0813411	-0.0171189	0.1672446	-0.0543434	0.1398385	-0.1237949	0.0979453	-0.178169	0.0450976	-0.2331678	-0.0210972	-0.2635527	0.1299518	0.0519158	0.1021729	0.0727131	0.0722121	0.0912241	0.0409843	0.1076738	0.0090531	0.1232075	-0.0240505	0.136536	-0.057816	0.1471111	-0.0919043	0.1539646	-0.1260926	0.158559	-0.160226	0.1617482
504	PB13-0615	M	Morpho	epistrophus	11.96039	under	6	0.151714	0.0209537	0.1683195	-0.0322818	0.1504796	-0.0880962	0.1144349	-0.1430048	0.0757529	-0.2093383	0.0169555	-0.2577834	-0.0660324	-0.2690322	-0.1902052	0.1535827	-0.1676858	0.1387497	-0.1967776	0.1176472	-0.0850122	0.0894475	-0.0719334	0.0761484	-0.1413392	0.0356635	-0.0891926	-0.007011	0.1632893	-0.0541086	0.1314907	-0.1188828	0.0941826	-0.1740989	0.0433326	-0.2290914	-0.0192928	-0.2657873	0.1319207	0.0521372	0.1064914	0.0760385	0.0768045	0.0961862	0.0445177	0.1116227	0.0115109	0.1253886	-0.0226077	0.1364266	-0.0566025	0.1465712	-0.0905772	0.1543801	-0.1249124	0.1577166	-0.159026	0.1598564
505	PB13-0616	M	Morpho	epistrophus	11.55156	under	6	0.1472865	0.0315687	0.1677806	-0.0271482	0.15089	-0.0837951	0.1139747	-0.1512773	0.0701195	-0.2151025	0.0091952	-0.2603996	-0.0571102	-0.2677043	-0.1856782	0.1556685	-0.1617346	0.1407137	-0.1995379	0.1192822	-0.0917171	0.092373	-0.0762859	0.0772468	-0.133665	0.0345263	-0.0810035	-0.0103267	0.1601412	-0.0534731	0.1333642	-0.1202365	0.0965499	-0.1765099	0.0439265	-0.231277	-0.020509	-0.2659884	0.1313371	0.0517987	0.1054298	0.0752297	0.0764567	0.0961303	0.0444429	0.1121293	0.0113243	0.1255542	-0.0227737	0.1364559	-0.0569605	0.1455589	-0.0909887	0.1523173	-0.1251612	0.1565975	-0.1590935	0.1600876
506	PB13-0617	M	Morpho	epistrophus	11.68943	under	6	0.1600884	0.0228448	0.1694166	-0.0246393	0.1508157	-0.0876324	0.1149571	-0.1500214	0.0687429	-0.2090745	0.013499	-0.2575471	-0.0566159	-0.2670395	-0.1942435	0.1546108	-0.1709193	0.142294	-0.1996275	0.1191465	-0.0906271	0.088705	-0.0768791	0.0765145	-0.137594	0.0310084	-0.0816679	-0.0153892	0.1595537	-0.0537895	0.1293675	-0.1182679	0.0913132	-0.172992	0.0403271	-0.2263042	-0.0196939	-0.2646462	0.1343586	0.0524116	0.1077319	0.0754399	0.077344	0.094365	0.045389	0.1101463	0.0127367	0.1247332	-0.0214177	0.1356723	-0.0555636	0.1452203	-0.08944	0.153261	-0.1235321	0.1588099	-0.1578199	0.1621597
507	PB13-0618	F	Morpho	epistrophus	10.54036	under	6	0.1709558	0.006138	0.1822174	-0.0349618	0.1615939	-0.083118	0.1167274	-0.142152	0.0722295	-0.2026327	0.0100355	-0.2486535	-0.0589979	-0.2593515	-0.2122979	0.160879	-0.1867084	0.1479806	-0.2132206	0.1239587	-0.0838626	0.0904916	-0.0640361	0.0728159	-0.1330464	0.0296117	-0.0695259	-0.0220881	0.1704169	-0.0573903	0.1317209	-0.1189897	0.0888822	-0.1710436	0.0380813	-0.2225313	-0.0207756	-0.2516497	0.1285783	0.045849	0.1012487	0.0671729	0.0719885	0.086727	0.0423603	0.1058106	0.0107504	0.121849	-0.0227705	0.134466	-0.0568072	0.1447683	-0.0909305	0.1525671	-0.1251559	0.1588279	-0.1596515	0.1646489
508	PB13-0619	F	Morpho	epistrophus	12.12669	under	6	0.1528127	0.0275264	0.170193	-0.027856	0.1580429	-0.0817187	0.12415	-0.1477003	0.0766066	-0.2069404	0.0106993	-0.2587302	-0.0690991	-0.2666968	-0.1915875	0.1581135	-0.1720092	0.1437557	-0.1960395	0.1294104	-0.0923885	0.0953995	-0.0732574	0.0757463	-0.1403196	0.0427248	-0.0760028	-0.0111747	0.1622947	-0.0529663	0.142473	-0.1236149	0.0962489	-0.1754658	0.0423806	-0.2270725	-0.0197803	-0.2609221	0.1301335	0.0502356	0.1022957	0.0702708	0.0716116	0.0867346	0.0399771	0.1021984	0.0080945	0.1173263	-0.0248457	0.1302185	-0.0579273	0.1418194	-0.0910851	0.1508766	-0.1249364	0.1565445	-0.1587358	0.1619575
509	PB13-0620	M	Morpho	epistrophus	12.40751	under	6	0.1498645	0.0190117	0.1666156	-0.0351031	0.1517021	-0.0935995	0.1165978	-0.1545093	0.0723959	-0.2062955	0.0219805	-0.2520564	-0.0459526	-0.2673786	-0.1975853	0.1582683	-0.1719263	0.1460277	-0.2047281	0.1240685	-0.0874255	0.0948018	-0.0674321	0.073474	-0.1379175	0.0337314	-0.0792552	-0.0145251	0.1577835	-0.0525619	0.1364402	-0.1215913	0.0947157	-0.1750461	0.0399087	-0.2250568	-0.019632	-0.2604976	0.127614	0.0476618	0.102477	0.0705725	0.0735485	0.0900982	0.0425565	0.1069674	0.0107176	0.1228093	-0.0227269	0.135578	-0.0563431	0.1469875	-0.0898881	0.157052	-0.1243071	0.163662	-0.1597984	0.1674489
510	PB13-0621	M	Morpho	epistrophus	11.88891	under	6	0.1580516	0.0338303	0.1759452	-0.0285174	0.1550175	-0.0851075	0.1136514	-0.1541251	0.070264	-0.2114955	0.0034851	-0.2595727	-0.0706161	-0.2592297	-0.1952597	0.1497725	-0.1721468	0.1371764	-0.200366	0.1154183	-0.077608	0.0833052	-0.0596489	0.0635998	-0.1367292	0.0363782	-0.0788523	-0.0149235	0.1647441	-0.0547448	0.1310623	-0.1188442	0.0923019	-0.1736846	0.041065	-0.2277175	-0.0210457	-0.2613587	0.1348173	0.0574793	0.1056823	0.0780978	0.0746493	0.0957404	0.0430019	0.1121651	0.0100894	0.1263833	-0.0237756	0.1386108	-0.0581098	0.1480858	-0.0923496	0.1551635	-0.1267054	0.1588972	-0.1606151	0.1592172
511	PB13-0622	F	Morpho	epistrophus	12.75878	under	6	0.1474666	0.0379924	0.1783247	-0.0267209	0.1592764	-0.0964626	0.1197763	-0.1532281	0.0734071	-0.2066005	0.0164376	-0.2510999	-0.0741838	-0.2586653	-0.1917761	0.1611421	-0.1687239	0.1482431	-0.2027154	0.1254851	-0.0802198	0.088165	-0.0673425	0.0740556	-0.1356952	0.0334672	-0.07613	-0.0219193	0.1699622	-0.0547977	0.1415384	-0.1255582	0.0943807	-0.1746969	0.0400551	-0.2252008	-0.0207455	-0.2592104	0.1305462	0.053584	0.1016234	0.0726668	0.0702836	0.0883789	0.0383492	0.1034087	0.0059851	0.1176972	-0.0272925	0.1303282	-0.0604077	0.1422585	-0.0936193	0.1518392	-0.1271205	0.1597154	-0.1614403	0.1657331
512	PB13-0623	F	Morpho	epistrophus	14.34516	under	6	0.1494026	0.0450788	0.1723999	-0.0132962	0.1592714	-0.0767046	0.1142392	-0.1518226	0.0702748	-0.2216505	0.0041379	-0.269306	-0.0845415	-0.2731329	-0.1857271	0.1529101	-0.1605548	0.1402176	-0.1927889	0.1156505	-0.0745336	0.0880894	-0.0609034	0.0754581	-0.1286688	0.0281199	-0.0776567	-0.0150713	0.1604193	-0.0520563	0.1277713	-0.1162572	0.0911241	-0.1719635	0.0433493	-0.2304311	-0.02138	-0.2673456	0.1340059	0.0592047	0.1041615	0.0779334	0.0730118	0.0946812	0.0412983	0.1104094	0.0084142	0.1238891	-0.0252643	0.1356137	-0.0593463	0.1444633	-0.0933995	0.1507638	-0.1274973	0.1560522	-0.1610193	0.1605026
513	PB13-0624	F	Morpho	epistrophus	12.79017	under	6	0.1588913	0.0249564	0.1697427	-0.0301895	0.1484329	-0.091932	0.1052555	-0.1537494	0.0697193	-0.2154877	0.0210573	-0.2610288	-0.0438373	-0.2672098	-0.1900869	0.1588139	-0.1650496	0.1441041	-0.202113	0.1223619	-0.088556	0.0913517	-0.0707909	0.0746699	-0.1353982	0.035667	-0.0835514	-0.0082903	0.1593557	-0.0525609	0.1284445	-0.1166106	0.0881369	-0.1704385	0.0457011	-0.2312553	-0.0196154	-0.2620534	0.1327358	0.0536112	0.1044356	0.0743553	0.0739168	0.0922999	0.0423151	0.1082411	0.0096308	0.1222741	-0.0239284	0.1345818	-0.0577196	0.1450963	-0.0915175	0.1534104	-0.1255356	0.1596326	-0.1600716	0.1653783
514	PB13-0625	F	Morpho	epistrophus	12.30786	under	6	0.1537066	0.0266781	0.1752296	-0.0228845	0.1632667	-0.0844409	0.1209414	-0.1555335	0.0733405	-0.2079976	0.0109245	-0.2547356	-0.0681159	-0.262243	-0.19638	0.1627018	-0.1728876	0.1467438	-0.2088198	0.1253759	-0.0820941	0.0883927	-0.0649021	0.0709351	-0.1366207	0.0353372	-0.0812028	-0.0124565	0.1709524	-0.0543743	0.1381484	-0.1219268	0.092461	-0.1723127	0.0401778	-0.2239654	-0.0201563	-0.2552694	0.1300794	0.0505689	0.1022481	0.0706195	0.0714721	0.0869555	0.0398187	0.1023095	0.0076551	0.116968	-0.0251827	0.1302012	-0.0583109	0.1415271	-0.0916312	0.1505121	-0.1251209	0.1580759	-0.1589971	0.1642379
515	PB13-0626	M	Morpho	epistrophus	11.59582	under	6	0.1627243	0.0221824	0.182248	-0.0277519	0.1622726	-0.0872883	0.114483	-0.1480352	0.0651652	-0.1987981	0.0104985	-0.2444307	-0.05381	-0.269914	-0.193662	0.1572911	-0.1683181	0.1423459	-0.204013	0.1216346	-0.0935582	0.0874206	-0.0773588	0.0689122	-0.1505859	0.0472511	-0.0906801	-0.0063782	0.1750808	-0.0587975	0.137164	-0.1239582	0.0886331	-0.1699809	0.0387262	-0.2241461	-0.0199824	-0.2618365	0.1345032	0.0523756	0.1057997	0.0725534	0.0746362	0.0891635	0.0430175	0.1048441	0.0103387	0.1183422	-0.0233287	0.1297675	-0.0571846	0.1398458	-0.0906516	0.1489619	-0.1241383	0.1564808	-0.1580192	0.1619428
516	PB13-0627	M	Morpho	epistrophus	11.72285	under	6	0.1539924	0.0333978	0.1695322	-0.0273532	0.1506562	-0.0932104	0.1130057	-0.1536855	0.068358	-0.2071028	0.0138314	-0.2580782	-0.0586742	-0.27162	-0.1861105	0.156912	-0.1629884	0.1388936	-0.1985436	0.1179895	-0.0909373	0.0873367	-0.0766048	0.0734808	-0.1377474	0.0338221	-0.0875062	-0.0120715	0.1574756	-0.0528345	0.1317682	-0.1195435	0.0911467	-0.1726574	0.0427074	-0.2288032	-0.0198127	-0.2648608	0.135686	0.05532	0.1087061	0.0788437	0.0776447	0.0975626	0.044971	0.1119903	0.0118508	0.1252855	-0.0221977	0.1363841	-0.0565126	0.1449784	-0.0905428	0.1519759	-0.1245377	0.1574116	-0.1586166	0.1602367
517	PB13-0628	M	Morpho	epistrophus	11.37442	under	6	0.1683252	0.0274666	0.1829495	-0.0302915	0.156208	-0.0941165	0.1126287	-0.1513693	0.066201	-0.2002469	0.0112375	-0.2490895	-0.0560801	-0.2689547	-0.191916	0.154592	-0.1728582	0.1396414	-0.2040445	0.1183352	-0.0893741	0.084973	-0.0708509	0.0672248	-0.1492376	0.0418328	-0.0873495	-0.010924	0.1699462	-0.0578387	0.1322206	-0.1202347	0.0888529	-0.1706374	0.0345464	-0.2202325	-0.0211431	-0.2589231	0.1375819	0.0570241	0.1075137	0.0764042	0.0761244	0.0934203	0.0438427	0.1082742	0.0105282	0.1209232	-0.023263	0.1326764	-0.0572842	0.1422982	-0.0910973	0.1501907	-0.1251427	0.1558148	-0.1590657	0.1617669
518	PB13-0629	M	Morpho	epistrophus	10.90194	under	6	0.1653822	0.0242642	0.1814525	-0.0337453	0.1556339	-0.0899875	0.1145698	-0.1434757	0.0690757	-0.1946697	0.0103848	-0.2507468	-0.0639161	-0.2691945	-0.1910961	0.1557719	-0.1669623	0.14019	-0.2012268	0.1210452	-0.0968872	0.088029	-0.082936	0.0722068	-0.1447916	0.0314829	-0.0904986	-0.0204924	0.1698179	-0.0576646	0.1335562	-0.1204289	0.0885934	-0.1694593	0.0397498	-0.2246865	-0.0194797	-0.2609573	0.1376774	0.0562864	0.1074634	0.0755372	0.0762399	0.0924194	0.0446423	0.1084471	0.0118962	0.1222805	-0.0219772	0.1335601	-0.0557842	0.1438737	-0.089509	0.1519065	-0.1235085	0.1572586	-0.1575621	0.1609489
519	PB13-0630	M	Morpho	epistrophus	10.92202	under	6	0.1669317	0.0203459	0.1791113	-0.0330721	0.1583837	-0.0910217	0.115661	-0.1489845	0.0677881	-0.200953	0.0076767	-0.2471593	-0.0646137	-0.2602613	-0.1990269	0.1477445	-0.1739786	0.1361301	-0.2076609	0.1140921	-0.0934992	0.0859367	-0.076767	0.07096	-0.1470074	0.0394327	-0.0888609	-0.0123559	0.1717118	-0.0587449	0.1336614	-0.1219578	0.0895419	-0.1720144	0.0371249	-0.2228872	-0.0217612	-0.2551083	0.139932	0.0562159	0.1113	0.0787676	0.0799249	0.09751	0.0468051	0.1117119	0.0133897	0.1245863	-0.0207333	0.1357113	-0.0552601	0.1434681	-0.0893818	0.1498301	-0.1234747	0.1541858	-0.1569184	0.1578914
520	PB13-0631	M	Morpho	epistrophus	10.8064	under	6	0.1718543	0.024028	0.1768708	-0.0348194	0.1556328	-0.0912841	0.1163425	-0.145754	0.0668722	-0.2019573	0.0060881	-0.2474816	-0.0628333	-0.2683623	-0.1967048	0.1506238	-0.1756107	0.1369712	-0.2065325	0.1159368	-0.0941184	0.0832525	-0.0768073	0.0662526	-0.1466983	0.0318104	-0.0888684	-0.0212991	0.1654031	-0.0565076	0.1313299	-0.1199676	0.0880251	-0.1703929	0.0348947	-0.2190949	-0.0226345	-0.2539195	0.1446861	0.0606697	0.1124521	0.081001	0.0799015	0.0968688	0.0474187	0.1115429	0.0142069	0.124871	-0.0198189	0.1363472	-0.0543187	0.1444379	-0.088371	0.1513757	-0.1224638	0.1559103	-0.1561983	0.1589405
521	PB13-0632	M	Morpho	epistrophus	12.57146	under	6	0.157257	0.0253581	0.1723244	-0.0323393	0.1520598	-0.0932075	0.1133914	-0.1522348	0.0700878	-0.2079201	0.0132975	-0.2545026	-0.0530558	-0.2678703	-0.1915004	0.1560767	-0.1668798	0.1394095	-0.2012993	0.1171031	-0.0885786	0.0901177	-0.0723643	0.0748151	-0.1408182	0.0379082	-0.0858236	-0.0096044	0.1596837	-0.0530609	0.1325618	-0.1196753	0.0898504	-0.1712976	0.041837	-0.2274348	-0.0192467	-0.2642263	0.1337739	0.0534457	0.1069415	0.0764456	0.0759778	0.0944483	0.0441148	0.110327	0.011098	0.1239714	-0.0225398	0.1364161	-0.0567851	0.1456202	-0.090947	0.1523514	-0.1251101	0.1575467	-0.1593083	0.1620131
522	PB13-0633	M	Morpho	epistrophus	12.07282	under	6	0.1595228	0.0228165	0.1755091	-0.0369331	0.1591204	-0.0957466	0.1152973	-0.1524279	0.0712508	-0.2010558	0.0159778	-0.2462138	-0.055672	-0.2666871	-0.1947827	0.1579454	-0.1706902	0.1404207	-0.205175	0.1166061	-0.0902947	0.0883301	-0.0750736	0.0712782	-0.1474542	0.0422151	-0.086183	-0.0126087	0.1693317	-0.0557906	0.1370331	-0.1232208	0.0919897	-0.1726722	0.0374104	-0.221651	-0.021271	-0.2550937	0.1335696	0.0526661	0.1051299	0.0731982	0.0749482	0.0917023	0.0434497	0.1079088	0.0108575	0.1222467	-0.0227126	0.1345483	-0.0567262	0.1443159	-0.0907143	0.1518897	-0.124639	0.1585278	-0.1590095	0.1634851
523	PB13-0634	M	Morpho	epistrophus	11.27929	under	6	0.1598856	0.0271006	0.1782277	-0.0384048	0.1580655	-0.0954523	0.1156592	-0.1492917	0.0690024	-0.1977727	0.0157183	-0.249063	-0.0547256	-0.2701159	-0.1913611	0.1540571	-0.1724014	0.1385906	-0.2033044	0.1203142	-0.092693	0.0877582	-0.0778381	0.0719484	-0.148329	0.0455328	-0.0963599	-0.0036198	0.1705869	-0.0572489	0.1350344	-0.1218984	0.0891417	-0.1698315	0.0375343	-0.2224293	-0.0196978	-0.2603925	0.1357908	0.0539682	0.1074071	0.0750302	0.076597	0.0927101	0.0445412	0.1076404	0.0116895	0.1210107	-0.0220267	0.1323771	-0.0559397	0.1418896	-0.0896096	0.1497884	-0.1234316	0.1556358	-0.1571638	0.1601688
524	PB13-0635	M	Morpho	epistrophus	11.43969	under	6	0.17023	0.0079839	0.1764954	-0.0351487	0.1547273	-0.0896345	0.1134089	-0.1465467	0.0718234	-0.1958949	0.0170316	-0.2493887	-0.0484621	-0.264872	-0.2002863	0.1542699	-0.1741116	0.1403572	-0.2087	0.1197725	-0.096538	0.0933845	-0.0803296	0.0801579	-0.1497008	0.042501	-0.0882557	-0.0092221	0.1658546	-0.0564451	0.1303352	-0.1185825	0.0876812	-0.1695505	0.0402643	-0.2259839	-0.0187255	-0.2625659	0.132622	0.0479139	0.1062406	0.0703982	0.0767245	0.0896139	0.0464629	0.1079196	0.0145267	0.1238801	-0.0192613	0.1362295	-0.0537426	0.1446905	-0.087955	0.1508862	-0.1221789	0.1550745	-0.1561813	0.1588021
525	PB13-0636	F	Morpho	epistrophus	12.95307	under	6	0.1649292	0.0342346	0.1784939	-0.0265938	0.1563195	-0.0891574	0.1124857	-0.1493275	0.0631561	-0.2055413	0.0153971	-0.2516843	-0.0551043	-0.269509	-0.1943798	0.1630725	-0.1696244	0.1453696	-0.2039352	0.1249849	-0.0904712	0.0878291	-0.069155	0.0678887	-0.1419286	0.0445187	-0.0770299	-0.0146072	0.1657026	-0.0553386	0.1330484	-0.120355	0.0891422	-0.1707229	0.0386123	-0.2246853	-0.0192842	-0.2645558	0.136654	0.0571362	0.1050912	0.072487	0.0731993	0.0874834	0.0409779	0.1018799	0.0080703	0.1150775	-0.0254105	0.1274107	-0.0589036	0.1386989	-0.0919408	0.149096	-0.1252032	0.1577705	-0.1589089	0.1671399
