ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58
266	PB13-0366	M	Morpho	marcus	7.36304	under	1	0.1474715	0.027028	0.1673283	-0.0311456	0.1497333	-0.0826394	0.1155847	-0.1428859	0.0706416	-0.2009194	0.004758	-0.2526791	-0.0514924	-0.2878389	-0.1868659	0.1639086	-0.1683751	0.1453533	-0.2047131	0.1244897	-0.0856939	0.0865927	-0.0592737	0.058219	-0.136259	0.023018	-0.078093	-0.030064	0.1611578	-0.0534994	0.1293424	-0.1176576	0.093477	-0.1742011	0.0405446	-0.2262286	-0.0186778	-0.2642494	0.1278822	0.0487246	0.1027294	0.0722763	0.0741899	0.0928654	0.0439844	0.1114261	0.0119193	0.1273784	-0.0216646	0.140576	-0.0559855	0.1504262	-0.0901238	0.1580929	-0.1241933	0.1645339	-0.1593335	0.1690995
267	PB13-0367	M	Morpho	marcus	9.9948	under	1	0.1544562	0.0343924	0.1724799	-0.0284523	0.1548488	-0.0818881	0.1183352	-0.1412318	0.0737641	-0.1958869	-0.0025584	-0.2515939	-0.0706711	-0.2856	-0.1901166	0.161784	-0.1686699	0.1424354	-0.2027295	0.1222807	-0.0786124	0.0803112	-0.0673422	0.0618869	-0.1338428	0.0173726	-0.0775354	-0.0357132	0.1651222	-0.0549203	0.1325165	-0.1199179	0.0934572	-0.174802	0.0375598	-0.2228852	-0.0223592	-0.2590612	0.1324288	0.0528156	0.1047306	0.0743852	0.0750455	0.0939406	0.0440791	0.1115733	0.0117311	0.1273065	-0.0225223	0.1388474	-0.0571441	0.1471497	-0.0912286	0.1549945	-0.1252139	0.16187	-0.1600085	0.1686066
268	PB13-0368	M	Morpho	marcus	9.49288	under	1	0.1660975	0.0151164	0.1695999	-0.0284086	0.1443169	-0.0813944	0.1131034	-0.1383366	0.0742417	-0.1993578	0.0053616	-0.2538899	-0.049649	-0.2838131	-0.2023232	0.1640598	-0.1710842	0.1467104	-0.2083251	0.1260482	-0.0785413	0.0812148	-0.0653569	0.0592196	-0.1355044	0.0217008	-0.0803259	-0.0329267	0.1575536	-0.0521676	0.1247954	-0.1154487	0.0914773	-0.1730634	0.0379593	-0.2227564	-0.0206052	-0.2607383	0.1345102	0.0524669	0.1060292	0.0731249	0.0757529	0.0916591	0.0450461	0.1095453	0.0126206	0.1247292	-0.0211091	0.137298	-0.0549198	0.1486473	-0.0890238	0.1571226	-0.1232943	0.1633274	-0.1584033	0.1703109
269	PB13-0369	M	Morpho	marcus	8.40142	under	1	0.1511462	0.0286765	0.1720067	-0.0353895	0.1492032	-0.0826306	0.1137349	-0.1393987	0.0741172	-0.1966538	0.0054573	-0.2508134	-0.0525438	-0.282395	-0.1953602	0.1665502	-0.1749911	0.1459883	-0.2097115	0.1260655	-0.0771932	0.0790834	-0.0620793	0.0586053	-0.1380598	0.0231694	-0.079037	-0.0361846	0.166121	-0.0560912	0.130606	-0.1181311	0.0926521	-0.172932	0.0390708	-0.2233029	-0.0196162	-0.2613524	0.1293221	0.0485594	0.1021435	0.0700102	0.0736322	0.0903802	0.0431793	0.1079941	0.011519	0.1240457	-0.0214914	0.1377634	-0.0549562	0.1494155	-0.0883484	0.1596052	-0.1223481	0.1673307	-0.1581755	0.1720324
270	PB13-0370	M	Morpho	marcus	9.03116	under	1	0.1352734	0.0464573	0.1719323	-0.0258023	0.1519551	-0.0872144	0.1165788	-0.1472887	0.0709484	-0.205552	-0.0036286	-0.260207	-0.0610084	-0.2811047	-0.1834629	0.1646312	-0.1623094	0.1456401	-0.2033665	0.1265389	-0.0643104	0.0744287	-0.0516782	0.0564596	-0.1340342	0.0210208	-0.0700699	-0.0437096	0.164861	-0.0535259	0.1328779	-0.1192953	0.0945004	-0.1751018	0.038556	-0.2245109	-0.0212344	-0.2626104	0.1289334	0.0540644	0.1014049	0.0757342	0.0713903	0.0946965	0.0397737	0.1109068	0.0074503	0.1262044	-0.026011	0.1394054	-0.0599613	0.1502273	-0.0937045	0.1595781	-0.1276596	0.1676358	-0.1639968	0.1722937
271	PB13-0371	M	Morpho	marcus	8.83821	under	1	0.1444749	0.0341834	0.1751408	-0.0302113	0.1539785	-0.0806068	0.1192511	-0.1423491	0.0727338	-0.2045303	0.0012762	-0.2544072	-0.0638253	-0.2755713	-0.1891599	0.1668414	-0.1700277	0.1476773	-0.2025792	0.1300139	-0.0808029	0.0844965	-0.0604522	0.0588101	-0.1332677	0.0171094	-0.0762838	-0.0418978	0.1648258	-0.05444	0.1335258	-0.119288	0.0965278	-0.1757599	0.0401662	-0.2249489	-0.0211576	-0.2589302	0.1278818	0.0497019	0.1011728	0.0719582	0.0734851	0.0936734	0.0429625	0.1118865	0.0095417	0.124224	-0.0244888	0.1353133	-0.0581851	0.1462626	-0.0916344	0.155801	-0.1252347	0.1633978	-0.1598457	0.1715899
272	PB13-0372	M	Morpho	marcus	8.07059	under	1	0.1553896	0.0318274	0.169677	-0.024999	0.1458014	-0.0783072	0.1130068	-0.1457953	0.0700035	-0.2029821	-0.0002927	-0.2543798	-0.0593266	-0.2825322	-0.1924132	0.1635012	-0.1698516	0.1454356	-0.2047682	0.1228695	-0.0735477	0.080672	-0.0568559	0.0542528	-0.1368631	0.0169525	-0.0771896	-0.0427943	0.1585508	-0.0528469	0.1290858	-0.118008	0.0928842	-0.1743974	0.0392396	-0.2253884	-0.0218199	-0.2602618	0.1337294	0.0543009	0.1055033	0.0754692	0.0755775	0.0947407	0.044923	0.1128721	0.013103	0.1301763	-0.0215798	0.1419215	-0.056415	0.1500693	-0.0907723	0.1568416	-0.1250314	0.1623435	-0.1597479	0.1684464
273	PB13-0373	M	Morpho	marcus	8.71954	under	1	0.1578228	0.0202673	0.1700191	-0.029459	0.1473483	-0.0815651	0.1145042	-0.1374862	0.0740717	-0.1982372	0.0082798	-0.2537485	-0.0488679	-0.2854801	-0.1910596	0.1679408	-0.1719695	0.145632	-0.2114416	0.1249107	-0.0812427	0.0837288	-0.0661866	0.0612248	-0.1408527	0.0290462	-0.0794401	-0.033815	0.1605474	-0.0534949	0.1270493	-0.1161588	0.0925094	-0.1730278	0.0392567	-0.2238303	-0.0184588	-0.2634243	0.1304866	0.0489426	0.1028804	0.0694808	0.0733998	0.0885816	0.0432862	0.1067986	0.0117183	0.1228837	-0.0212209	0.1366825	-0.0546595	0.1485001	-0.088448	0.1572664	-0.1220011	0.1656647	-0.157331	0.1721757
274	PB13-0374	M	Morpho	marcus	9.20514	under	1	0.1558098	0.0302743	0.1715261	-0.0285539	0.1493963	-0.0794522	0.1129062	-0.1455068	0.0725262	-0.2001015	0.0075716	-0.2552502	-0.0545272	-0.2881168	-0.1918729	0.165895	-0.1698527	0.1472303	-0.2031316	0.1269911	-0.0755544	0.0826419	-0.0624525	0.0643208	-0.137936	0.0227355	-0.0813551	-0.0320441	0.1608136	-0.0534595	0.1264004	-0.115936	0.092476	-0.1732582	0.0375933	-0.222506	-0.0193724	-0.2629924	0.1311348	0.0508839	0.1025428	0.070781	0.0732609	0.0905579	0.0431972	0.1090785	0.0113667	0.1251073	-0.0222494	0.1377387	-0.0566072	0.1467044	-0.0905283	0.1548159	-0.124228	0.1625141	-0.158854	0.168907
275	PB13-0375	M	Morpho	marcus	10.47324	under	1	0.1451513	0.0462751	0.1794795	-0.0226515	0.1590047	-0.0820008	0.1164278	-0.1480458	0.0642744	-0.2000392	-0.0103276	-0.2537691	-0.0755971	-0.2901859	-0.1842556	0.1553694	-0.1620625	0.1401554	-0.1998741	0.1187237	-0.0855625	0.079267	-0.0609963	0.0531373	-0.1330896	0.0137435	-0.0705285	-0.0434263	0.1699266	-0.0565061	0.1319477	-0.119806	0.0908277	-0.1730849	0.0345496	-0.2195996	-0.0248018	-0.2563956	0.134611	0.0575555	0.1063572	0.0790764	0.0764954	0.0988567	0.045214	0.1168007	0.012033	0.1316007	-0.0224723	0.1433464	-0.0574656	0.1510946	-0.0920143	0.1566094	-0.1264323	0.1608813	-0.1608196	0.1630177
276	PB13-0376	M	Morpho	marcus	10.97054	under	1	0.1585137	0.034948	0.1757985	-0.022307	0.1545895	-0.0797881	0.1163142	-0.1441616	0.0689164	-0.1998419	-0.0053925	-0.2539576	-0.0619705	-0.2854941	-0.1865568	0.155909	-0.1655998	0.1403493	-0.2069789	0.1211738	-0.084341	0.0776699	-0.0665762	0.0549466	-0.1385005	0.0297822	-0.0847767	-0.0192371	0.1667567	-0.0563143	0.1332161	-0.1207833	0.0930419	-0.175002	0.0367346	-0.2222554	-0.0232215	-0.2583539	0.1356026	0.0557271	0.1059951	0.0749884	0.0751993	0.0927266	0.0438565	0.1095101	0.0113391	0.1243733	-0.0219832	0.1378534	-0.0560094	0.1484761	-0.0902004	0.1562623	-0.1246722	0.160644	-0.1590944	0.1621563
277	PB13-0377	M	Morpho	marcus	11.05085	under	1	0.1591202	0.0243559	0.1790886	-0.0264661	0.1579661	-0.0816837	0.1173348	-0.1452494	0.0703141	-0.1967105	0.0012375	-0.2480007	-0.0578968	-0.2804393	-0.1919793	0.159919	-0.1716909	0.1446983	-0.206931	0.1207534	-0.0922087	0.0851032	-0.067938	0.0587555	-0.1411515	0.0239869	-0.0817458	-0.0275636	0.1713572	-0.0576358	0.1346615	-0.1209997	0.0914052	-0.1723257	0.0360745	-0.2195563	-0.0236965	-0.2546891	0.132391	0.0513898	0.1036471	0.0708693	0.0738144	0.0896756	0.0430734	0.1069308	0.0110115	0.1221717	-0.0218631	0.1361432	-0.0550754	0.1484766	-0.0888561	0.1576077	-0.1231531	0.1642694	-0.1583108	0.1662132
278	PB13-0378	M	Morpho	sulkowskyi	8.71776	under	14	0.153012	0.0272018	0.1796231	-0.0235321	0.1598685	-0.0801061	0.1192052	-0.1452761	0.0755835	-0.1935908	0.0146366	-0.2443377	-0.0695477	-0.2963701	-0.1933335	0.1668831	-0.1652591	0.1513288	-0.2043981	0.1341559	-0.0752553	0.0852406	-0.0618793	0.0699207	-0.1398287	0.0355969	-0.085415	-0.0146972	0.171988	-0.0555259	0.1353216	-0.1193833	0.0932568	-0.1719089	0.0373888	-0.2196251	-0.0173378	-0.2630108	0.1281665	0.0479489	0.0987543	0.0649906	0.0681672	0.0819545	0.0366559	0.0974877	0.0046276	0.1130834	-0.0271563	0.128323	-0.0597039	0.1408025	-0.0922802	0.1520655	-0.1252275	0.1616506	-0.1596333	0.1687295
279	PB13-0379	M	Morpho	sulkowskyi	9.07557	under	14	0.1390016	0.0218167	0.1723702	-0.0365365	0.1622552	-0.0981208	0.1259293	-0.1503908	0.0811426	-0.1938156	0.0240903	-0.234861	-0.0527532	-0.2944316	-0.1909187	0.1704549	-0.1733979	0.1547345	-0.1978393	0.1354028	-0.0836625	0.094643	-0.0690881	0.0791448	-0.1426042	0.0429588	-0.0813614	-0.0095059	0.1720797	-0.0528596	0.1432814	-0.1248264	0.0960699	-0.17424	0.0394091	-0.2204053	-0.0198332	-0.2583313	0.1204364	0.0414588	0.0948402	0.0619366	0.065764	0.079822	0.0351674	0.0966734	0.0040037	0.1128328	-0.0279694	0.1276969	-0.0599089	0.1415865	-0.0921913	0.1532076	-0.124856	0.1636798	-0.159457	0.1702748
280	PB13-0381	M	Morpho	sulkowskyi	8.34217	under	14	0.1366266	0.0308996	0.1678782	-0.0215134	0.1547251	-0.0970673	0.1192941	-0.157433	0.077007	-0.1933974	0.0188792	-0.2363065	-0.0557281	-0.3001368	-0.1881819	0.1732587	-0.1699002	0.1559199	-0.2071238	0.1378915	-0.0684607	0.0861401	-0.0572572	0.073493	-0.1383525	0.031312	-0.0687381	-0.0280216	0.165763	-0.0518985	0.1400265	-0.1220159	0.096446	-0.1763821	0.0382102	-0.220544	-0.017267	-0.2631319	0.1227419	0.0438246	0.0946733	0.0631646	0.0653914	0.0824759	0.0354112	0.1003514	0.0047876	0.1172598	-0.0275343	0.1314927	-0.0601873	0.1446057	-0.0927229	0.156348	-0.1259349	0.165644	-0.1604723	0.173767
281	PB13-0382	M	Morpho	sulkowskyi	8.92843	under	14	0.1438888	0.0330837	0.1757726	-0.0225804	0.1591837	-0.0881523	0.1179513	-0.1522086	0.0710593	-0.1955896	0.0117296	-0.2382903	-0.061323	-0.2978506	-0.191114	0.1665549	-0.167029	0.1526196	-0.2021374	0.132399	-0.0728781	0.0864608	-0.0612574	0.074241	-0.1398353	0.0317749	-0.0765844	-0.0300869	0.1716358	-0.0549655	0.1382059	-0.1224963	0.0940589	-0.1745675	0.0356664	-0.2183735	-0.0204274	-0.2608787	0.1273777	0.0486487	0.0998977	0.069039	0.069515	0.0859328	0.0378753	0.1013614	0.0056624	0.1161654	-0.0272359	0.1298337	-0.0600183	0.1426873	-0.092707	0.1539059	-0.1261204	0.1626476	-0.1608131	0.1686845
282	PB13-0383	M	Morpho	sulkowskyi	9.22943	under	14	0.1412948	0.0192856	0.1688276	-0.0273138	0.1593111	-0.0859663	0.1252281	-0.1521825	0.0783258	-0.200801	0.0199518	-0.2397702	-0.0565765	-0.2900458	-0.1953669	0.1675	-0.1724555	0.1533674	-0.2039902	0.1333563	-0.0756125	0.087983	-0.0659969	0.0750537	-0.1410092	0.0374629	-0.0826815	-0.013214	0.1673089	-0.053442	0.1400008	-0.1219838	0.0944656	-0.1736659	0.0396358	-0.2217779	-0.0190759	-0.2608098	0.1213369	0.0414966	0.096431	0.0642273	0.0696968	0.0850159	0.0398019	0.1017067	0.0078473	0.1160998	-0.0253046	0.129203	-0.0581259	0.1421335	-0.0907012	0.1535933	-0.1239086	0.1628584	-0.1586587	0.1706295
283	PB13-0384	M	Morpho	sulkowskyi	8.4793	under	14	0.1498379	0.0225471	0.1791955	-0.0390675	0.1557811	-0.0989897	0.1155506	-0.1520483	0.0717246	-0.1974676	0.019924	-0.2321463	-0.0400628	-0.2908636	-0.194437	0.1640368	-0.1691827	0.1502372	-0.2026367	0.1287756	-0.0826602	0.0910005	-0.0668233	0.0750651	-0.145776	0.0438869	-0.0870918	-0.0107127	0.1741455	-0.0574009	0.1383749	-0.1230595	0.0930622	-0.1724671	0.0362233	-0.2170845	-0.0197498	-0.2603565	0.1253481	0.0463477	0.0982977	0.0668275	0.0689949	0.0853025	0.0381258	0.1017334	0.0064104	0.1173929	-0.0257393	0.1320884	-0.0588556	0.1437498	-0.0919507	0.154051	-0.1257136	0.1614101	-0.1603172	0.1672116
284	PB13-0385	M	Morpho	sulkowskyi	8.89024	under	14	0.1446484	0.032182	0.173816	-0.024438	0.1604929	-0.0867802	0.1156809	-0.1526873	0.0686592	-0.198439	0.0110858	-0.2448002	-0.0525589	-0.3011543	-0.1881134	0.1668853	-0.1614434	0.1503411	-0.197038	0.1328925	-0.0755635	0.0891146	-0.0614383	0.0734931	-0.1405667	0.03703	-0.0793687	-0.0252913	0.1711911	-0.0538669	0.1370383	-0.1217452	0.091889	-0.1720195	0.0357274	-0.219158	-0.019284	-0.2619505	0.1265372	0.0491251	0.0989156	0.0694172	0.0690998	0.0874378	0.0376862	0.1027344	0.0050758	0.116459	-0.0282416	0.1293389	-0.061336	0.1416656	-0.0939127	0.1530652	-0.1271751	0.1617636	-0.1615032	0.1693847
285	PB13-0386	M	Morpho	sulkowskyi	8.79347	under	14	0.1535375	0.0230891	0.1748822	-0.0285497	0.1523667	-0.0891942	0.1164879	-0.1528146	0.0735824	-0.2009077	0.0185212	-0.239013	-0.0485943	-0.2906694	-0.1894135	0.1689093	-0.1703863	0.1527443	-0.2045101	0.1324245	-0.0781187	0.0863849	-0.0662449	0.0725465	-0.1446886	0.0444637	-0.0768433	-0.0183181	0.1669731	-0.0542996	0.1349306	-0.1193141	0.0958134	-0.1747921	0.0387221	-0.2209904	-0.0183275	-0.2619738	0.1259245	0.046861	0.098818	0.0673607	0.0685806	0.0841863	0.0375276	0.1003996	0.0054335	0.1149417	-0.0273163	0.1288323	-0.0599382	0.1418271	-0.0923157	0.1535416	-0.1254598	0.1628418	-0.1599441	0.1694823
286	PB13-0387	M	Morpho	sulkowskyi	9.02867	under	14	0.1320811	0.0428173	0.1676879	-0.0170014	0.1605238	-0.0837837	0.1230229	-0.1517469	0.0705097	-0.2016366	0.0086681	-0.2479216	-0.0696636	-0.3017501	-0.1787446	0.1674428	-0.1613138	0.1504489	-0.201546	0.1316455	-0.065692	0.0811705	-0.0540897	0.0662525	-0.1402254	0.0326675	-0.0805379	-0.0285474	0.167292	-0.0512076	0.1400944	-0.1216571	0.0972023	-0.1769971	0.039732	-0.2229181	-0.0188412	-0.2612158	0.1258996	0.0496469	0.0979873	0.0692077	0.0675874	0.0863665	0.0365344	0.1024526	0.0043581	0.1169761	-0.0282356	0.1312448	-0.0604572	0.1448442	-0.092805	0.1564904	-0.1258767	0.1658222	-0.1611524	0.1708871
287	PB13-0388	M	Morpho	sulkowskyi	8.84577	under	14	0.1424534	0.0338689	0.171003	-0.0176628	0.159171	-0.0856034	0.1154022	-0.1561302	0.0701599	-0.2053653	0.0104656	-0.2433901	-0.0562905	-0.2868983	-0.1843606	0.1689261	-0.1627156	0.1504098	-0.1992164	0.1342133	-0.0757322	0.0820037	-0.0648836	0.0700165	-0.137386	0.0226831	-0.087979	-0.0268521	0.1676007	-0.0528665	0.1386706	-0.1223119	0.0955425	-0.175224	0.0401559	-0.223935	-0.018787	-0.2623029	0.1273617	0.0498968	0.0994848	0.0695102	0.06916	0.0870195	0.0380469	0.1032878	0.0060608	0.1184666	-0.0261739	0.1331751	-0.0592094	0.1450761	-0.0922465	0.1554814	-0.1256894	0.1635396	-0.1600691	0.170968
288	PB13-0390	F	Morpho	sulkowskyi	9.69691	under	14	0.149338	0.0258941	0.1711284	-0.0143348	0.1577519	-0.0812941	0.1215486	-0.1482421	0.0763099	-0.2017458	0.0138334	-0.2493324	-0.0736725	-0.2990381	-0.1939186	0.1701938	-0.1688583	0.1551552	-0.2089685	0.1343791	-0.0664881	0.0823022	-0.054338	0.0697786	-0.1282367	0.0260218	-0.0593814	-0.0364391	0.1650014	-0.0517301	0.1349608	-0.1187053	0.0940717	-0.1730047	0.0361334	-0.21841	-0.0225767	-0.2559382	0.1246642	0.0463511	0.0968587	0.0660608	0.0663404	0.0833543	0.0357542	0.1010448	0.0042368	0.1169141	-0.0279801	0.1318879	-0.0607058	0.144867	-0.0935843	0.1561215	-0.1270423	0.1655646	-0.1621805	0.1723241
289	PB13-0391	F	Morpho	sulkowskyi	10.20629	under	14	0.1524088	0.0270684	0.1743486	-0.0203109	0.162823	-0.0824093	0.1225001	-0.149021	0.0764956	-0.2054747	0.0064016	-0.2496064	-0.0754104	-0.290895	-0.1925167	0.1594263	-0.1701173	0.1497716	-0.2053241	0.1271112	-0.0686592	0.0877884	-0.0560237	0.0743448	-0.1343954	0.0423682	-0.071049	-0.0124851	0.1701055	-0.0528705	0.1378509	-0.1211481	0.0946168	-0.1736926	0.0376977	-0.219604	-0.0219193	-0.2567804	0.1270357	0.0500118	0.0991794	0.0697642	0.0685508	0.0863234	0.0367934	0.1014302	0.0044654	0.1157006	-0.0287439	0.1284255	-0.06196	0.140338	-0.0946724	0.151156	-0.1281138	0.1588735	-0.1623681	0.1643957
290	PB13-0392	F	Morpho	sulkowskyi	9.20824	under	14	0.1451099	0.0261772	0.1777024	-0.0115468	0.1675879	-0.0806426	0.1294464	-0.1489951	0.0775929	-0.2002438	0.0144056	-0.2449312	-0.0797129	-0.294925	-0.1906087	0.1691012	-0.1732876	0.1534652	-0.2033659	0.1327764	-0.0694513	0.0831498	-0.0613926	0.0741051	-0.1388436	0.033213	-0.0715818	-0.0284098	0.1730952	-0.0528215	0.1409216	-0.1219882	0.0952671	-0.1740324	0.0374277	-0.2188036	-0.0253829	-0.2490666	0.1243412	0.043543	0.0952519	0.0611176	0.064949	0.0795248	0.034713	0.0971484	0.0037333	0.1134134	-0.0283346	0.1281736	-0.0606453	0.141782	-0.0927568	0.1541228	-0.1256807	0.1641715	-0.1605005	0.1714216
291	PB13-0394	F	Morpho	sulkowskyi	10.16347	under	14	0.1399574	0.0317968	0.1653052	-0.0177356	0.1546902	-0.0842178	0.1209479	-0.1496209	0.0766752	-0.2053125	0.0194394	-0.2521794	-0.0653322	-0.2956019	-0.1897128	0.1684147	-0.1659051	0.1541578	-0.201132	0.1362014	-0.0766233	0.0892076	-0.061804	0.0733274	-0.1323597	0.0351219	-0.0702695	-0.0264494	0.1609388	-0.0514976	0.1352475	-0.1189826	0.0950621	-0.1735634	0.0405125	-0.223692	-0.0173966	-0.2638965	0.1261009	0.0470646	0.0981323	0.0657463	0.0680162	0.0831672	0.0367757	0.0990879	0.0049866	0.1147671	-0.027089	0.129823	-0.0591206	0.1436946	-0.0915735	0.1552173	-0.124699	0.1648128	-0.1597706	0.1711414
292	PB13-0395	M	Morpho	lympharis	8.41663	under	14	0.1407574	0.0307954	0.1755754	-0.0364611	0.1661026	-0.1026119	0.1248462	-0.1544027	0.0776776	-0.1933747	0.0205538	-0.2417069	-0.0560743	-0.2760417	-0.1925573	0.1708197	-0.1713027	0.1558543	-0.205879	0.1357392	-0.0713543	0.0860579	-0.0561734	0.0650082	-0.1413119	0.0330967	-0.076953	-0.0273386	0.171961	-0.0519012	0.1441136	-0.1272237	0.0944524	-0.1739402	0.0338179	-0.216048	-0.0213637	-0.2563426	0.1232313	0.0457323	0.0946962	0.0642482	0.0643989	0.0822541	0.0338319	0.0995879	0.0025127	0.1159154	-0.0291949	0.1315038	-0.061688	0.144696	-0.0942554	0.1564758	-0.1275078	0.1664449	-0.1629129	0.1731636
293	PB13-0396	M	Morpho	lympharis	9.19673	under	14	0.150239	0.0253478	0.1742742	-0.0286668	0.1636713	-0.0968855	0.1201026	-0.1566515	0.0740953	-0.1969416	0.0143726	-0.2426276	-0.0580011	-0.278396	-0.1961868	0.1643039	-0.1749934	0.1516792	-0.2091742	0.1292475	-0.0657918	0.0828744	-0.0565118	0.0709384	-0.1409585	0.0295638	-0.0775156	-0.0273044	0.1716926	-0.0533415	0.1429698	-0.1265214	0.0922008	-0.1724659	0.0326083	-0.2149045	-0.0245954	-0.2522297	0.1260519	0.048456	0.0989	0.0692499	0.068829	0.0871075	0.0378106	0.1039321	0.0059935	0.1195414	-0.0267708	0.1335478	-0.0599019	0.1458017	-0.0935951	0.1547983	-0.1274254	0.1627575	-0.1623897	0.1677892
294	PB13-0398	M	Morpho	lympharis	9.26666	under	14	0.1446445	0.0300093	0.182896	-0.0308286	0.1738192	-0.101026	0.1257481	-0.1562817	0.0726035	-0.1945362	0.0145521	-0.240941	-0.0595545	-0.2786877	-0.1938782	0.1638325	-0.1728702	0.1519793	-0.2048144	0.1350736	-0.0676961	0.0868045	-0.0593859	0.0782642	-0.1391236	0.0291653	-0.081581	-0.0203172	0.1838031	-0.0532398	0.1454766	-0.1294261	0.0937944	-0.1733934	0.0300289	-0.2109619	-0.0260217	-0.2483089	0.1243169	0.0466255	0.0951983	0.0642133	0.0643958	0.0815542	0.0331702	0.0982439	0.0019168	0.1147121	-0.030149	0.1294432	-0.0627484	0.1424157	-0.095599	0.1533699	-0.1288696	0.1628716	-0.1640728	0.1693704
295	PB13-0399	M	Morpho	lympharis	9.01035	under	14	0.1302539	0.0298392	0.1824188	-0.0412654	0.1686572	-0.095338	0.1247702	-0.1525471	0.0778784	-0.1959724	0.0214725	-0.2469946	-0.0590652	-0.2778893	-0.1878807	0.1712873	-0.1683134	0.1570648	-0.2029703	0.1389132	-0.0712452	0.0863424	-0.0603782	0.0735593	-0.1380535	0.0376985	-0.0702097	-0.0280194	0.1807985	-0.0541341	0.1439023	-0.1252271	0.09467	-0.172342	0.0368774	-0.2184324	-0.0204735	-0.2553561	0.1174424	0.0415325	0.0903417	0.061565	0.0610295	0.0804738	0.03105	0.0983931	0.0004458	0.1153694	-0.0312382	0.1306875	-0.0635396	0.1442787	-0.0955847	0.1569911	-0.1289252	0.1666453	-0.164131	0.1728768
296	PB13-0400	M	Morpho	lympharis	9.08009	under	14	0.130008	0.0384926	0.1731029	-0.037361	0.1566747	-0.0980012	0.1254852	-0.159695	0.0797571	-0.2029846	0.0188479	-0.2473732	-0.0599229	-0.282678	-0.1894365	0.1724927	-0.1659193	0.1565922	-0.2028407	0.1380513	-0.066788	0.0846468	-0.0495211	0.0652806	-0.1284942	0.0228192	-0.0677933	-0.0356999	0.1661594	-0.0509949	0.1389676	-0.1194504	0.0971523	-0.1761875	0.0376694	-0.2196554	-0.0220797	-0.2552294	0.1213481	0.0469305	0.0930438	0.0662092	0.063105	0.084938	0.0330354	0.1029232	0.0018016	0.119346	-0.0303015	0.13458	-0.0628927	0.1480005	-0.0958102	0.1593312	-0.1292631	0.1687554	-0.1650952	0.1759211
297	PB13-0401	M	Morpho	lympharis	8.43786	under	14	0.1228117	0.0321016	0.1637785	-0.0359058	0.1600261	-0.1049205	0.1207406	-0.159197	0.0828932	-0.203353	0.0247409	-0.2447644	-0.0504816	-0.276552	-0.1860062	0.1718087	-0.16817	0.1592869	-0.2018689	0.1386657	-0.0744498	0.0901593	-0.0606149	0.0752485	-0.1275345	0.022475	-0.0671346	-0.0308118	0.167003	-0.0493755	0.1468885	-0.1276623	0.1042769	-0.1810511	0.0405382	-0.2233236	-0.0222425	-0.2540192	0.1155431	0.0403289	0.08995	0.0620051	0.06127	0.0819348	0.032326	0.101426	0.0022996	0.1193816	-0.0290223	0.1357797	-0.0609885	0.1504945	-0.0939207	0.1623138	-0.1279442	0.171503	-0.1647076	0.176023
298	PB13-0402	M	Morpho	lympharis	9.22587	under	14	0.1300505	0.0321765	0.1733864	-0.0381734	0.1662705	-0.1020567	0.1261761	-0.1618829	0.0819229	-0.1996852	0.022243	-0.2489484	-0.0578774	-0.270133	-0.1859988	0.1693023	-0.1692399	0.1557199	-0.2030973	0.1347215	-0.0768583	0.0942042	-0.0584481	0.0767537	-0.1332936	0.0363503	-0.0700577	-0.0190279	0.1726448	-0.0505068	0.1530159	-0.1307665	0.098914	-0.1789174	0.0377154	-0.2204215	-0.0227619	-0.248441	0.1181014	0.0421329	0.0911782	0.0627556	0.0617835	0.0810619	0.0309476	0.0982885	0.0000397	0.1152936	-0.0316537	0.1307926	-0.0638204	0.1447166	-0.0962383	0.1568729	-0.1298556	0.166081	-0.1651888	0.1717366
